subject,academic_year,standard_number,standard_version,weight_excellence,effective_credits
Accounting,2022,91409,1,1.0,4
Accounting,2022,91408,2,0.954666666666667,4
Accounting,2022,91404,2,0.952586206896552,4
Accounting,2022,91406,2,0.932033719704953,5
Accounting,2022,91407,2,0.841283361726292,5
Accounting,2022,91409,2,0.815361574668378,2
Earth and Space Science,2022,91412,1,1.0,4
Earth and Space Science,2022,91413,2,0.961847389558233,4
Earth and Space Science,2022,91414,2,0.939220183486239,4
Earth and Space Science,2022,91412,2,0.900265957446809,4
Earth and Space Science,2022,91410,2,0.896994134897361,4
Earth and Space Science,2022,91411,2,0.890287769784173,4
Music Studies,2022,91423,2,0.950310559006211,4
Music Studies,2022,91420,2,0.936619718309859,4
Music Studies,2022,91421,3,0.90921052631579,4
Music Studies,2022,91425,2,0.825531914893617,6
Music Studies,2022,91422,2,0.797297297297297,4
Music Studies,2022,91419,2,0.765796703296703,2
Geography,2022,91431,1,1.0,3
Geography,2022,91429,2,0.953063418129702,4
Geography,2022,91426,2,0.943960826985854,4
Geography,2022,91427,2,0.935351270553064,4
Geography,2022,91430,2,0.891204668611922,5
Geography,2022,91432,2,0.878905452317746,3
Geography,2022,91428,2,0.877661711530735,1
History,2022,91437,1,1.0,5
History,2022,91436,2,0.94564907275321,4
History,2022,91439,2,0.94044665012407,6
History,2022,91438,2,0.938428459734167,6
History,2022,91435,2,0.844422700587084,3
Design (Practical Art),2022,91455,2,0.935085007727975,14
Design (Practical Art),2022,91440,2,0.86283185840708,4
Design (Practical Art),2022,91450,2,0.84289156626506,4
Design (Practical Art),2022,91445,2,0.836607142857143,2
Painting (Practical Art),2022,91456,2,0.896082474226804,14
Painting (Practical Art),2022,91446,2,0.842046718576196,4
Painting (Practical Art),2022,91451,2,0.83960355987055,4
Painting (Practical Art),2022,91441,2,0.836099585062241,2
Photography (Practical Art),2022,91447,1,1.0,4
Photography (Practical Art),2022,91452,1,1.0,4
Photography (Practical Art),2022,91457,2,0.926013805004314,14
Photography (Practical Art),2022,91452,2,0.872210065645514,2
Printmaking (Practical Art),2022,91443,2,0.884615384615385,4
Printmaking (Practical Art),2022,91453,2,0.852459016393443,4
Printmaking (Practical Art),2022,91458,2,0.851796407185629,14
Printmaking (Practical Art),2022,91448,2,0.848086124401914,2
Sculpture (Practical Art),2022,91449,1,1.0,4
Sculpture (Practical Art),2022,91859,1,1.0,4
Sculpture (Practical Art),2022,91856,1,1.0,4
Sculpture (Practical Art),2022,91855,1,1.0,4
Sculpture (Practical Art),2022,91454,2,0.910344827586207,4
Sculpture (Practical Art),2022,91857,1,0.9,4
Health Education,2022,91461,1,1.0,5
Health Education,2022,91462,2,0.968146718146718,5
Health Education,2022,91465,2,0.951342281879195,5
Health Education,2022,91461,2,0.89800796812749,5
Health Education,2022,91464,2,0.895785219399538,4
Home Economics,2022,91471,2,0.940931780366057,4
Home Economics,2022,91470,2,0.928571428571428,4
Home Economics,2022,91466,2,0.913713405238829,5
Home Economics,2022,91467,2,0.907035175879397,5
Home Economics,2022,91468,2,0.906639004149378,5
Home Economics,2022,91469,2,0.886861313868613,1
English,2022,91474,1,0.954847908745247,4
English,2022,91473,1,0.945585472761428,4
English,2022,91472,1,0.937527496700396,4
English,2022,91477,1,0.895343367826905,3
English,2022,91475,1,0.888892890585608,6
English,2022,91480,1,0.883990895295903,3
History of Art,2022,91482,2,0.928152492668622,4
History of Art,2022,91483,2,0.916879795396419,4
History of Art,2022,91484,2,0.902857142857143,4
History of Art,2022,91487,1,0.838879159369527,4
History of Art,2022,91486,1,0.826226012793177,4
History of Art,2022,91485,2,0.817472698907956,4
Media Studies,2022,91495,1,1.0,6
Media Studies,2022,91492,1,1.0,3
Media Studies,2022,91490,3,0.963553530751708,4
Media Studies,2022,91493,3,0.930993456276026,4
Media Studies,2022,91497,2,0.890350877192982,3
Media Studies,2022,91492,2,0.879656160458453,3
Media Studies,2022,91491,2,0.879169104739614,1
Physical Education,2022,91500,1,1.0,4
Physical Education,2022,91505,2,0.912946428571429,4
Physical Education,2022,91789,2,0.908320726172466,4
Physical Education,2022,91498,1,0.904761904761905,4
Physical Education,2022,91504,2,0.899195710455764,3
Physical Education,2022,91500,2,0.898900625134727,4
Physical Education,2022,91501,1,0.892857142857143,1
Latin,2022,91509,1,0.722222222222222,4
Latin,2022,91511,1,0.7,3
Latin,2022,91510,1,0.666666666666667,3
Latin,2022,91506,1,0.657894736842105,6
Latin,2022,91508,1,0.642857142857143,6
Latin,2022,91507,1,0.583333333333333,2
Drama,2022,91512,1,1.0,4
Drama,2022,91519,1,1.0,5
Drama,2022,91514,4,0.937677053824363,4
Drama,2022,91518,3,0.919021739130435,4
Drama,2022,91519,2,0.855357142857143,5
Drama,2022,91513,2,0.847457627118644,2
Physics,2022,91522,1,1.0,3
Physics,2022,91523,2,0.939990081005125,4
Physics,2022,91524,2,0.926548042704626,6
Physics,2022,91526,2,0.925756586109297,6
Physics,2022,91521,1,0.885135135135135,4
Physics,2022,91527,2,0.865015974440895,1
Agriculture & Horticulture,2022,91529,1,1.0,6
Agriculture & Horticulture,2022,91532,2,0.948224852071006,5
Agriculture & Horticulture,2022,91531,2,0.9453125,4
Agriculture & Horticulture,2022,91530,3,0.93312101910828,5
Agriculture & Horticulture,2022,91529,2,0.877510040160643,4
Chinese,2022,91536,1,0.858490566037736,5
Chinese,2022,91533,2,0.856780735107731,5
Chinese,2022,91534,1,0.611021069692058,3
Chinese,2022,91537,1,0.585568326947637,5
Chinese,2022,91535,1,0.556188925081433,6
Cook Islands Maori,2022,91538,2,0.967741935483871,5
Cook Islands Maori,2022,91541,1,0.95,5
Cook Islands Maori,2022,91542,1,0.893617021276596,5
Cook Islands Maori,2022,91540,1,0.875,6
Cook Islands Maori,2022,91539,1,0.78125,3
French,2022,91543,2,0.910094637223975,5
French,2022,91546,1,0.883419689119171,5
French,2022,91545,1,0.707364341085271,6
French,2022,91544,1,0.705357142857143,3
French,2022,91547,1,0.67375,5
German,2022,91548,2,0.909090909090909,5
German,2022,91551,1,0.888513513513514,5
German,2022,91549,1,0.724770642201835,3
German,2022,91550,1,0.6875,6
German,2022,91552,1,0.666666666666667,5
Japanese,2022,91556,1,0.904301075268817,5
Japanese,2022,91553,2,0.882863340563991,5
Japanese,2022,91554,1,0.742324561403509,3
Japanese,2022,91555,1,0.737654320987654,6
Japanese,2022,91557,1,0.730129390018484,5
Korean,2022,91558,2,0.791044776119403,5
Korean,2022,91561,1,0.669117647058824,5
Korean,2022,91559,1,0.65625,3
Korean,2022,91562,1,0.632352941176471,5
Korean,2022,91560,1,0.607142857142857,6
Samoan,2022,91566,1,0.872,5
Samoan,2022,91563,2,0.864224137931035,5
Samoan,2022,91567,1,0.802180685358256,5
Samoan,2022,91564,1,0.781758957654723,3
Samoan,2022,91565,1,0.78158844765343,6
Spanish,2022,91571,1,0.907103825136612,5
Spanish,2022,91568,2,0.904458598726115,5
Spanish,2022,91570,1,0.770642201834862,6
Spanish,2022,91569,1,0.72258064516129,3
Spanish,2022,91572,1,0.700738916256158,5
Calculus,2022,91576,1,0.965116279069768,2
Calculus,2022,91578,2,0.932511068943706,6
Calculus,2022,91579,2,0.932460423139518,6
Calculus,2022,91576,2,0.929898788783806,2
Calculus,2022,91577,2,0.895366945688145,5
Calculus,2022,91587,2,0.870161778046568,3
Statistics,2022,91580,1,1.0,4
Statistics,2022,91581,1,1.0,4
Statistics,2022,91584,2,0.958914268762978,4
Statistics,2022,91585,2,0.953614798079638,4
Statistics,2022,91586,2,0.944017007491395,4
Statistics,2022,91582,1,0.923076923076923,4
Dance,2022,91589,1,1.0,4
Dance,2022,91593,1,1.0,4
Dance,2022,91594,2,0.951515151515151,4
Dance,2022,91595,2,0.887755102040816,4
Dance,2022,91589,2,0.848167539267016,4
Dance,2022,91590,1,0.833333333333333,4
Social Studies,2022,91598,2,0.920398009950249,4
Social Studies,2022,91596,2,0.874233128834356,4
Social Studies,2022,91600,2,0.838306063522618,4
Social Studies,2022,91599,2,0.836675461741425,6
Social Studies,2022,91597,2,0.833178869323448,6
Biology,2022,91602,1,1.0,3
Biology,2022,91603,3,0.946123015261292,5
Biology,2022,91605,2,0.942176870748299,4
Biology,2022,91606,2,0.939086294416244,4
Biology,2022,91604,1,0.893617021276596,3
Biology,2022,91601,2,0.849418782502294,4
Biology,2022,91607,2,0.845980707395498,1
Technology/Hangarau,2022,91617,3,0.96301775147929,4
Technology/Hangarau,2022,91613,3,0.939759036144579,4
Technology/Hangarau,2022,91612,3,0.927350427350427,4
Technology/Hangarau,2022,91619,3,0.916666666666667,4
Technology/Hangarau,2022,91614,3,0.892857142857143,4
Technology/Hangarau,2022,91615,3,0.863636363636364,4
Construction and Mechanical Technologies,2022,91626,2,1.0,6
Construction and Mechanical Technologies,2022,91624,3,0.943548387096774,3
Construction and Mechanical Technologies,2022,91625,3,0.9125,3
Construction and Mechanical Technologies,2022,91620,4,0.858580508474576,6
Construction and Mechanical Technologies,2022,91622,3,0.820851688693098,4
Construction and Mechanical Technologies,2022,91621,3,0.819722650231125,2
Design and Visual Communication,2022,91627,3,0.975097929490767,4
Design and Visual Communication,2022,91631,3,0.898068669527897,6
Design and Visual Communication,2022,91630,3,0.86949846468782,6
Design and Visual Communication,2022,91629,3,0.856052344601963,6
Design and Visual Communication,2022,91628,3,0.85388845247447,2
Processing Technologies,2022,91644,3,0.854166666666667,4
Processing Technologies,2022,91643,3,0.851677852348993,6
Te Reo Māori,2022,91650,1,1.0,4
Te Reo Māori,2022,91652,2,0.952127659574468,6
Te Reo Māori,2022,91653,2,0.916783216783217,6
Te Reo Māori,2022,91651,2,0.851190476190476,6
Te Reo Māori,2022,91654,2,0.844589096826688,2
Tongan,2022,91682,1,0.925925925925926,5
Tongan,2022,91679,1,0.909638554216868,5
Tongan,2022,91680,1,0.802816901408451,3
Tongan,2022,91683,1,0.776041666666667,5
Tongan,2022,91681,1,0.721649484536083,6
Te Reo Rangatira,2022,91808,2,0.896634615384615,3
Te Reo Rangatira,2022,91806,1,0.888888888888889,4
Te Reo Rangatira,2022,91809,1,0.859848484848485,6
Te Reo Rangatira,2022,91804,1,0.837423312883436,3
Te Reo Rangatira,2022,91807,1,0.825892857142857,5
Te Reo Rangatira,2022,91803,1,0.814393939393939,3
Hauora,2022,91813,1,0.7,3
Hauora,2022,91814,1,0.6,3
Science/Pūtaiao,2022,91821,1,0.833333333333333,4
Science/Pūtaiao,2022,91818,1,0.5,4
Science/Pūtaiao,2022,91819,1,0.5,4
Science/Pūtaiao,2022,91820,1,0.5,4
New Zealand Sign Language,2022,91822,1,0.75,5
New Zealand Sign Language,2022,91824,1,0.7,6
New Zealand Sign Language,2022,91825,1,0.6,6
New Zealand Sign Language,2022,91823,1,0.5,3
Tikanga ā-Iwi,2022,91828,1,0.984848484848485,4
Tikanga ā-Iwi,2022,91831,1,0.928571428571429,4
Tikanga ā-Iwi,2022,91829,1,0.9,4
Tikanga ā-Iwi,2022,91833,1,0.894736842105263,4
Tikanga ā-Iwi,2022,91826,1,0.847826086956522,4
Tikanga ā-Iwi,2022,91830,1,0.846153846153846,4
Ngā Mahi a te Rēhia,2022,91850,1,0.666666666666667,4
Ngā Mahi a te Rēhia,2022,91853,1,0.5,4
Ngā Toi Puoro,2022,91860,1,1.0,4
Ngā Toi Puoro,2022,91861,1,1.0,4
Ngā Toi Puoro,2022,91862,1,0.75,4
Psychology,2022,91876,1,0.943103448275862,3
Psychology,2022,91874,1,0.874633000587199,6
Psychology,2022,91875,1,0.87312030075188,4
Psychology,2022,91873,1,0.86284355179704,3
Psychology,2022,91872,1,0.861344537815126,6
Digital Technologies and Hangarau Matihiko,2022,91909,1,0.927729772191673,3
Digital Technologies and Hangarau Matihiko,2022,91908,1,0.905233380480905,3
Digital Technologies and Hangarau Matihiko,2022,91902,1,0.837027379400261,4
Digital Technologies and Hangarau Matihiko,2022,91907,1,0.823547215496368,6
Digital Technologies and Hangarau Matihiko,2022,91900,1,0.81638418079096,6
Digital Technologies and Hangarau Matihiko,2022,91903,1,0.815076228119706,2
Te Ao Haka,2022,91984,1,0.81549815498155,5
Te Ao Haka,2022,91985,1,0.754385964912281,5
Te Ao Haka,2022,91987,1,0.728915662650602,5
Te Ao Haka,2022,91986,1,0.726829268292683,5
Religious Studies,2023,90827,2,0.894146817001028,6
Religious Studies,2023,90825,2,0.865493764869277,6
Religious Studies,2023,90827,3,0.82613172161367,6
Religious Studies,2023,91725,2,0.812117724995282,6
Education for Sustainability,2023,91736,2,0.913206773033033,4
Education for Sustainability,2023,90831,3,0.902230011442607,5
Education for Sustainability,2023,90828,3,0.856345291135917,6
Education for Sustainability,2023,91735,2,0.839269708917247,4
Education for Sustainability,2023,90832,3,0.810471082794357,5
Business Studies,2023,91379,2,0.989963593415827,4
Business Studies,2023,91380,2,0.981021690526486,4
Business Studies,2023,91381,2,0.975246773981792,4
Business Studies,2023,91385,2,0.884394938853545,3
Business Studies,2023,91869,1,0.868873887096046,4
Business Studies,2023,91871,1,0.866240760659651,4
Business Studies,2023,91382,1,0.864772648050727,1
Chemistry,2023,91391,2,1.0,5
Chemistry,2023,91390,2,0.982753270032971,5
Chemistry,2023,91392,2,0.973752536290052,5
Chemistry,2023,91389,2,0.829973781465706,3
Chemistry,2023,91387,2,0.820679717596048,4
Chemistry,2023,91393,1,0.782255562639797,2
Classical Studies,2023,91396,2,0.987114097265663,6
Classical Studies,2023,91394,2,0.978192302937483,4
Classical Studies,2023,91395,2,0.964063269129151,4
Classical Studies,2023,91397,2,0.820697477425986,6
Classical Studies,2023,91398,2,0.81919634166396,4
Economics,2023,91403,2,1.0,6
Economics,2023,91400,2,0.980383993929053,4
Economics,2023,91399,2,0.973991849160969,4
Economics,2023,91401,1,0.890665770734606,5
Economics,2023,91402,2,0.887004974659214,5
Accounting,2023,91408,2,0.994423082580562,4
Accounting,2023,91404,2,0.984607078492664,4
Accounting,2023,91406,2,0.960814671332442,5
Accounting,2023,91407,2,0.821984438906803,5
Accounting,2023,91409,2,0.778172230161336,4
Accounting,2023,91405,2,0.770610104555825,2
Earth and Space Science,2023,91410,1,0.992635962471033,4
Earth and Space Science,2023,91412,1,0.991359489315849,4
Earth and Space Science,2023,91413,2,0.988170198590958,4
Earth and Space Science,2023,91414,2,0.939103406461207,4
Earth and Space Science,2023,91410,2,0.8975838791377,4
Earth and Space Science,2023,91412,2,0.889367079448676,4
Music Studies,2023,91420,2,1.0,4
Music Studies,2023,91423,2,0.974279289461371,4
Music Studies,2023,91419,1,0.973615896264129,8
Music Studies,2023,91421,3,0.971768061455286,4
Music Studies,2023,91425,2,0.816361215054684,4
Geography,2023,91427,2,0.981284823827409,4
Geography,2023,91429,2,0.978881306148987,4
Geography,2023,91426,2,0.970482661534023,4
Geography,2023,91432,1,0.92399234218355,3
Geography,2023,91430,1,0.917368560419352,5
Geography,2023,91430,2,0.898135240350378,4
History,2023,91439,2,1.0,6
History,2023,91434,1,0.98091046787243,5
History,2023,91436,2,0.980423780133032,4
History,2023,91438,2,0.9499795726275,6
History,2023,91435,2,0.82140116424263,3
Design (Practical Art),2023,91450,1,0.965923118639239,4
Design (Practical Art),2023,91455,2,0.944258265650177,14
Design (Practical Art),2023,91445,1,0.922257926995978,4
Design (Practical Art),2023,91440,2,0.86880673287689,2
Painting (Practical Art),2023,91456,2,0.925666267445878,14
Painting (Practical Art),2023,91451,1,0.917868164560984,4
Painting (Practical Art),2023,91446,1,0.905517813757682,4
Painting (Practical Art),2023,91451,2,0.823553134056269,2
Photography (Practical Art),2023,91457,2,0.938664407937909,14
Photography (Practical Art),2023,91442,2,0.896079149760802,4
Photography (Practical Art),2023,91452,2,0.881457289587416,4
Photography (Practical Art),2023,91447,2,0.854872234084534,2
Printmaking (Practical Art),2023,91448,2,0.850837944133784,4
Printmaking (Practical Art),2023,91453,2,0.840864586745788,4
Printmaking (Practical Art),2023,91443,2,0.815256139751606,4
Printmaking (Practical Art),2023,91458,2,0.790789313542232,12
Sculpture (Practical Art),2023,91859,1,1.0,4
Sculpture (Practical Art),2023,91454,1,0.983501938823658,4
Sculpture (Practical Art),2023,91460,1,0.93947439810257,4
Sculpture (Practical Art),2023,91459,2,0.870826234770847,12
Health Education,2023,91462,2,1.0,5
Health Education,2023,91461,1,0.989637988677591,5
Health Education,2023,91464,1,0.986374314498315,4
Health Education,2023,91465,2,0.968536644959961,5
Health Education,2023,91816,1,0.940244661545264,4
Health Education,2023,91811,1,0.906528241004448,1
Home Economics,2023,91471,2,0.945711302601828,4
Home Economics,2023,91470,2,0.922823787212791,4
Home Economics,2023,91467,2,0.892745186444705,5
Home Economics,2023,91466,2,0.892208558832693,5
Home Economics,2023,91468,2,0.892027553467497,5
Home Economics,2023,91469,2,0.869497912175515,1
English,2023,91474,1,0.982172315289998,4
English,2023,91473,1,0.974206367488433,4
English,2023,91472,1,0.967687339582905,4
English,2023,91477,1,0.898014307221848,3
English,2023,91475,1,0.884338221292639,6
English,2023,91476,1,0.883459329033573,3
History of Art,2023,91484,2,0.983432610456594,4
History of Art,2023,91482,2,0.977549362120153,4
History of Art,2023,91483,2,0.950069838580041,4
History of Art,2023,91486,1,0.831482791454273,4
History of Art,2023,91487,1,0.820558817312083,4
History of Art,2023,91485,2,0.81994620451234,4
Media Studies,2023,91497,1,0.997071693470231,3
Media Studies,2023,91495,1,0.993530528570626,6
Media Studies,2023,91490,3,0.969013006889417,4
Media Studies,2023,91493,3,0.946961984522912,4
Media Studies,2023,91497,2,0.880754677153215,3
Media Studies,2023,91491,2,0.876887275458836,3
Media Studies,2023,91492,2,0.871771697274613,1
Physical Education,2023,91503,1,0.987182567777877,5
Physical Education,2023,91789,2,0.90527211955703,4
Physical Education,2023,91505,2,0.894898908848543,4
Physical Education,2023,91500,2,0.893680957551133,4
Physical Education,2023,91504,2,0.890730173557113,3
Physical Education,2023,91499,2,0.870785022268438,3
Physical Education,2023,91498,2,0.864594391720062,1
Latin,2023,91509,1,0.80092678085839,4
Latin,2023,91507,1,0.682688503183941,5
Latin,2023,91506,1,0.651933237235216,6
Latin,2023,91508,1,0.554042445089432,6
Latin,2023,91510,1,0.5,3
Drama,2023,91514,4,1.0,4
Drama,2023,91512,1,0.984712873996622,4
Drama,2023,91518,3,0.938830656611243,4
Drama,2023,91519,2,0.858868632165378,5
Drama,2023,91513,2,0.849132294491116,5
Drama,2023,91516,2,0.841714440397357,2
Physics,2023,91521,1,0.997161855841571,4
Physics,2023,91522,1,0.988062996358176,3
Physics,2023,91523,2,0.974344699764953,4
Physics,2023,91524,2,0.958341635197101,6
Physics,2023,91526,2,0.941582076322435,6
Physics,2023,91525,1,0.931266334333845,1
Agriculture & Horticulture,2023,91530,3,0.966351836492358,5
Agriculture & Horticulture,2023,91532,2,0.96540663667963,5
Agriculture & Horticulture,2023,91531,2,0.95101199248677,4
Agriculture & Horticulture,2023,91529,2,0.869319016198966,6
Agriculture & Horticulture,2023,91528,2,0.860468542448151,4
Chinese,2023,91536,1,0.867225927408383,5
Chinese,2023,91533,2,0.858486056126283,5
Chinese,2023,91534,1,0.591885358352901,3
Chinese,2023,91535,1,0.561825652972423,6
Chinese,2023,91537,1,0.542332245713984,5
Cook Islands Maori,2023,91538,2,0.978991802366812,5
Cook Islands Maori,2023,91541,1,0.939567119137242,5
Cook Islands Maori,2023,91540,1,0.925521856425425,6
Cook Islands Maori,2023,91542,1,0.817700377235502,5
Cook Islands Maori,2023,91539,1,0.812186038191915,3
French,2023,91543,2,0.941672354712994,5
French,2023,91546,1,0.905327670110276,5
French,2023,91545,1,0.689667073803551,6
French,2023,91544,1,0.666382597616265,3
French,2023,91547,1,0.624784474010971,5
German,2023,91548,2,0.920877984089569,5
German,2023,91551,1,0.903320877988847,5
German,2023,91550,1,0.626015836810335,6
German,2023,91552,1,0.618032143478594,5
German,2023,91549,1,0.602007297935374,3
Japanese,2023,91553,2,0.927055506636894,5
Japanese,2023,91556,1,0.910997573389627,5
Japanese,2023,91557,1,0.724413484476656,5
Japanese,2023,91555,1,0.713560877659113,6
Japanese,2023,91554,1,0.703233516634717,3
Korean,2023,91561,1,0.832498788014229,5
Korean,2023,91558,2,0.76086093226806,5
Korean,2023,91559,1,0.719281068078181,3
Korean,2023,91562,1,0.596091239571397,5
Korean,2023,91560,1,0.519509875188863,6
Samoan,2023,91566,1,0.916947892714292,5
Samoan,2023,91563,2,0.86682474281135,5
Samoan,2023,91564,1,0.784789467823943,3
Samoan,2023,91565,1,0.773282380253801,6
Samoan,2023,91567,1,0.736114509881796,5
Spanish,2023,91571,1,0.967565852763502,5
Spanish,2023,91568,2,0.95467218366057,5
Spanish,2023,91569,1,0.730274029350836,3
Spanish,2023,91570,1,0.695692999042125,6
Spanish,2023,91572,1,0.65521427883931,5
Calculus,2023,91578,2,0.997163988550868,6
Calculus,2023,91579,2,0.994464481075152,6
Calculus,2023,91577,2,0.971338165307098,5
Calculus,2023,91587,1,0.970909517035658,3
Calculus,2023,91576,1,0.937544984566226,2
Calculus,2023,91576,2,0.927900695989071,2
Statistics,2023,91584,2,1.0,4
Statistics,2023,91586,2,0.996499530831703,4
Statistics,2023,91585,2,0.971122772334027,4
Statistics,2023,91581,1,0.963293430725946,4
Statistics,2023,91582,1,0.960893403810044,4
Statistics,2023,91581,2,0.899781202780334,4
Dance,2023,91594,2,1.0,4
Dance,2023,91595,2,0.93689208438442,4
Dance,2023,91589,2,0.828521952605072,4
Dance,2023,91593,2,0.759832195547768,4
Dance,2023,91589,1,0.744930621335722,4
Dance,2023,91590,2,0.736797923167404,4
Social Studies,2023,91598,2,0.920599305274474,4
Social Studies,2023,91596,2,0.876799234066566,4
Social Studies,2023,91600,2,0.829677292597168,4
Social Studies,2023,91599,2,0.823314419310357,6
Social Studies,2023,91597,2,0.806992980000232,6
Biology,2023,91603,3,1.0,5
Biology,2023,91605,2,0.998417127943633,4
Biology,2023,91604,1,0.984766314723937,3
Biology,2023,91606,2,0.96586227394262,4
Biology,2023,91607,2,0.865264286956287,3
Biology,2023,91601,2,0.844224291991364,4
Biology,2023,91604,2,0.816931764845591,1
Technology/Hangarau,2023,91837,1,1.0,5
Technology/Hangarau,2023,91613,3,0.980686658245335,4
Technology/Hangarau,2023,91611,2,0.975873951636213,6
Technology/Hangarau,2023,91617,3,0.967225567907809,4
Technology/Hangarau,2023,91612,3,0.956652777957355,4
Technology/Hangarau,2023,91614,3,0.94936660935879,1
Construction and Mechanical Technologies,2023,91624,3,0.981632708354405,3
Construction and Mechanical Technologies,2023,91620,3,0.979941678835412,6
Construction and Mechanical Technologies,2023,91621,2,0.900309738753758,6
Construction and Mechanical Technologies,2023,91625,3,0.890410638664356,3
Construction and Mechanical Technologies,2023,91620,4,0.836410045218793,6
Design and Visual Communication,2023,91627,3,1.0,4
Design and Visual Communication,2023,91630,3,0.877126212967236,6
Design and Visual Communication,2023,91631,3,0.856635682721832,6
Design and Visual Communication,2023,91629,3,0.845603214696068,6
Design and Visual Communication,2023,91628,3,0.833196037234921,2
Processing Technologies,2023,91644,3,0.869978751691546,4
Processing Technologies,2023,91643,3,0.854482231118513,6
Te Reo Māori,2023,91652,2,0.968494407989031,6
Te Reo Māori,2023,91653,2,0.930613689311833,6
Te Reo Māori,2023,91651,1,0.869738640312551,6
Te Reo Māori,2023,91654,1,0.85952162688059,6
Tongan,2023,91682,1,0.881175171686588,5
Tongan,2023,91679,1,0.826770949985573,5
Tongan,2023,91681,1,0.788215035997134,6
Tongan,2023,91680,1,0.784231882474507,3
Tongan,2023,91683,1,0.752106230676439,5
Te Reo Rangatira,2023,91806,1,0.959146525856635,4
Te Reo Rangatira,2023,91808,2,0.944717982023971,3
Te Reo Rangatira,2023,91804,1,0.939057237103865,3
Te Reo Rangatira,2023,91817,1,0.826552796822088,4
Te Reo Rangatira,2023,91803,1,0.818182889346136,3
Te Reo Rangatira,2023,91810,1,0.800229221833919,4
Te Reo Rangatira,2023,91807,1,0.781290135152968,3
Hauora,2023,91814,1,1.0,3
Hauora,2023,91813,1,0.981014158885263,3
Science/Pūtaiao,2023,91821,1,0.930129584283913,4
Science/Pūtaiao,2023,91818,1,0.913656914674944,4
Science/Pūtaiao,2023,91820,1,0.898361103355435,4
Science/Pūtaiao,2023,91819,1,0.855076775260378,4
New Zealand Sign Language,2023,91822,1,0.985023020459557,5
New Zealand Sign Language,2023,91824,1,0.901762280074567,6
New Zealand Sign Language,2023,91825,1,0.864991990435298,6
New Zealand Sign Language,2023,91823,1,0.852192119355169,3
Tikanga ā-Iwi,2023,91826,1,1.0,4
Tikanga ā-Iwi,2023,91827,1,1.0,4
Tikanga ā-Iwi,2023,91834,1,1.0,4
Tikanga ā-Iwi,2023,91829,1,0.940206273261954,4
Tikanga ā-Iwi,2023,91828,1,0.880845684666598,4
Tikanga ā-Iwi,2023,91832,1,0.867109184996751,4
Ngā Mahi a te Rēhia,2023,91850,1,0.75,4
Ngā Toi Puoro,2023,91862,1,0.817948718573256,4
Psychology,2023,91876,1,0.979639935201406,3
Psychology,2023,91872,1,0.862663029883183,6
Psychology,2023,91874,1,0.858434229406325,6
Psychology,2023,91875,1,0.854967154009135,4
Psychology,2023,91873,1,0.830556421279202,3
Digital Technologies and Hangarau Matihiko,2023,91909,1,0.933908455398481,3
Digital Technologies and Hangarau Matihiko,2023,91908,1,0.923604918715951,3
Digital Technologies and Hangarau Matihiko,2023,91907,1,0.797075547741637,6
Digital Technologies and Hangarau Matihiko,2023,91902,1,0.78932173148582,4
Digital Technologies and Hangarau Matihiko,2023,91903,1,0.788830742362277,4
Digital Technologies and Hangarau Matihiko,2023,91900,1,0.786593654367177,4
Te Ao Haka,2023,91984,1,0.923793339710432,5
Te Ao Haka,2023,91987,2,0.859309038606268,5
Te Ao Haka,2023,91986,2,0.801550471413576,5
Te Ao Haka,2023,91985,1,0.79397372573886,5
Te Ao Haka,2023,91984,2,0.763056760434527,4
Religious Studies,2024,91725,1,0.986746683826753,6
Religious Studies,2024,91725,2,0.836016756819454,6
Religious Studies,2024,90827,3,0.834685879714404,6
Religious Studies,2024,90825,3,0.821314472951603,6
Education for Sustainability,2024,90831,3,0.914178759350001,5
Education for Sustainability,2024,90832,3,0.888157999674715,5
Education for Sustainability,2024,91736,2,0.883588550316876,4
Education for Sustainability,2024,90828,3,0.858745691886404,6
Education for Sustainability,2024,91735,2,0.828364941166139,4
Business Studies,2024,91383,1,0.989921408215302,3
Business Studies,2024,91379,2,0.98544103530674,4
Business Studies,2024,91382,1,0.98440709994672,6
Business Studies,2024,91381,2,0.981849587744988,4
Business Studies,2024,91380,2,0.970927432670487,4
Business Studies,2024,91870,1,0.884261839442528,3
Chemistry,2024,91391,2,1.0,5
Chemistry,2024,91390,2,0.99921829149962,5
Chemistry,2024,91393,1,0.967998240772951,3
Chemistry,2024,91392,2,0.963431474708364,5
Chemistry,2024,91389,2,0.844149457008733,3
Chemistry,2024,91387,2,0.824445347516404,3
Classical Studies,2024,91394,2,0.981440266520598,4
Classical Studies,2024,91396,2,0.980790406665892,6
Classical Studies,2024,91395,2,0.9628898750425,4
Classical Studies,2024,91398,2,0.807161417705137,6
Classical Studies,2024,91397,2,0.80576459671462,4
Economics,2024,91403,2,1.0,6
Economics,2024,91400,2,0.978478939816643,4
Economics,2024,91399,2,0.969991622259507,4
Economics,2024,91402,2,0.878800538573942,5
Economics,2024,91402,3,0.844725090212779,5
Accounting,2024,91408,2,0.989953424524634,4
Accounting,2024,91406,2,0.971629497501371,5
Accounting,2024,91404,2,0.96464616905649,4
Accounting,2024,91407,2,0.840785479628402,5
Accounting,2024,91409,2,0.793739382295681,4
Accounting,2024,91405,2,0.764136494154235,2
Earth and Space Science,2024,91413,2,0.998774694885929,4
