subject,academic_year,standard_number,standard_version,weight_excellence,effective_credits
Chemistry,2020,91391,1,0.918959172945506,5
Chemistry,2020,91388,1,0.833333333333333,3
Chemistry,2020,91387,1,0.832868108862526,3
Classical Studies,2020,91394,1,0.952590420332356,4
Classical Studies,2020,91396,1,0.94179651695692,6
Classical Studies,2020,91395,1,0.932410423452769,4
Classical Studies,2020,91398,2,0.832112510987401,6
Classical Studies,2020,91397,1,0.827939901762496,4
Economics,2020,91400,1,0.962455303933254,4
Economics,2020,91403,1,0.959306706857574,6
Economics,2020,91399,1,0.934240362811792,4
Economics,2020,91402,1,0.923076923076923,5
Economics,2020,91402,2,0.837553436369615,5
Accounting,2020,91408,1,0.950268817204301,4
Accounting,2020,91404,1,0.944444444444444,4
Accounting,2020,91406,1,0.933237271853987,5
Accounting,2020,91407,1,0.882352941176471,5
Accounting,2020,91407,2,0.834252450980392,5
Accounting,2020,91409,2,0.805768364127986,1
Earth and Space Science,2020,91410,1,1.0,4
Earth and Space Science,2020,91413,1,0.979548660084626,4
Earth and Space Science,2020,91414,1,0.959677419354839,4
Earth and Space Science,2020,91410,2,0.892444101773323,4
Earth and Space Science,2020,91415,1,0.88209796272215,4
Earth and Space Science,2020,91412,1,0.874899759422614,4
Music Studies,2020,91417,1,1.0,4
Music Studies,2020,91425,1,1.0,6
Music Studies,2020,91420,1,0.952631578947369,4
Music Studies,2020,91423,1,0.926315789473684,4
Music Studies,2020,91421,1,0.91156462585034,4
Music Studies,2020,91418,1,0.833333333333333,2
Geography,2020,91429,1,0.949545596991539,4
Geography,2020,91428,1,0.947368421052632,3
Geography,2020,91427,1,0.945889698231009,4
Geography,2020,91426,1,0.94469696969697,4
Geography,2020,91431,1,0.9,3
Geography,2020,91430,1,0.9,5
Geography,2020,91432,2,0.87720207253886,1
History,2020,91438,1,0.950050968399592,6
History,2020,91437,1,0.947368421052632,5
History,2020,91436,1,0.94144678327898,4
History,2020,91439,1,0.915022761760243,6
History,2020,91435,2,0.832892780439452,3
Design (Practical Art),2020,91450,1,1.0,4
Design (Practical Art),2020,91445,1,0.973684210526316,4
Design (Practical Art),2020,91455,1,0.918898433552299,14
Design (Practical Art),2020,91440,1,0.87406015037594,2
Painting (Practical Art),2020,91441,1,1.0,4
Painting (Practical Art),2020,91456,1,0.882840955078915,14
Painting (Practical Art),2020,91441,2,0.835443037974684,4
Painting (Practical Art),2020,91446,1,0.833333333333333,2
Photography (Practical Art),2020,91447,1,1.0,4
Photography (Practical Art),2020,91452,1,0.96875,4
Photography (Practical Art),2020,91457,1,0.920189818809318,14
Photography (Practical Art),2020,91442,2,0.880333951762523,2
Printmaking (Practical Art),2020,91453,1,1.0,4
Printmaking (Practical Art),2020,91448,1,0.961538461538462,4
Printmaking (Practical Art),2020,91443,1,0.868421052631579,4
Printmaking (Practical Art),2020,91448,2,0.848,4
Printmaking (Practical Art),2020,91453,2,0.844285714285714,4
Printmaking (Practical Art),2020,91458,1,0.789877300613497,4
Sculpture (Practical Art),2020,91460,1,1.0,4
Sculpture (Practical Art),2020,91855,1,0.928571428571429,4
Sculpture (Practical Art),2020,91459,1,0.863333333333333,14
Sculpture (Practical Art),2020,91454,1,0.862903225806452,2
Health Education,2020,91463,1,1.0,5
Health Education,2020,91815,1,1.0,5
Health Education,2020,91462,1,0.971327572663001,5
Health Education,2020,91465,1,0.95221843003413,5
Health Education,2020,91461,1,0.928571428571429,4
Home Economics,2020,91466,1,1.0,5
Home Economics,2020,91471,1,0.934880239520958,4
Home Economics,2020,91470,1,0.918803418803419,4
Home Economics,2020,91467,1,0.914572864321608,5
Home Economics,2020,91466,2,0.89,5
Home Economics,2020,91468,1,0.877693282636249,1
English,2020,91474,1,0.951973051010587,4
English,2020,91473,1,0.943404393463911,4
English,2020,91472,1,0.939617083946981,4
English,2020,91477,1,0.892555331991952,3
English,2020,91475,1,0.87999865356133,6
English,2020,91480,1,0.879045401629802,3
History of Art,2020,91482,1,0.939678284182306,4
History of Art,2020,91484,1,0.935361216730038,4
History of Art,2020,91483,1,0.928400954653938,4
History of Art,2020,91489,1,0.848024316109423,4
History of Art,2020,91487,1,0.833812949640288,4
History of Art,2020,91485,1,0.819161676646707,4
Media Studies,2020,91495,1,0.95,6
Media Studies,2020,91490,1,0.949781659388646,4
Media Studies,2020,91493,1,0.922879908935686,4
Media Studies,2020,91494,1,0.916666666666667,4
Media Studies,2020,91497,2,0.880506091846298,3
Media Studies,2020,91492,1,0.8759765625,3
Physical Education,2020,91504,1,0.969387755102041,3
Physical Education,2020,91502,1,0.933333333333333,4
Physical Education,2020,91789,1,0.916666666666667,4
Physical Education,2020,91504,2,0.907200229489386,3
Physical Education,2020,91505,2,0.904712260216847,4
Physical Education,2020,91789,2,0.904359840343875,4
Physical Education,2020,91500,1,0.888888888888889,2
Latin,2020,91506,1,0.757575757575758,6
Latin,2020,91507,1,0.742857142857143,5
Latin,2020,91508,1,0.728571428571429,6
Latin,2020,91509,1,0.681818181818182,4
Latin,2020,91511,1,0.619047619047619,3
Drama,2020,91517,1,1.0,5
Drama,2020,91514,1,0.938811188811189,4
Drama,2020,91518,1,0.933823529411765,4
Drama,2020,91519,2,0.850334448160535,5
Drama,2020,91516,2,0.839285714285714,4
Drama,2020,91513,2,0.837321792260693,2
Physics,2020,91522,1,1.0,3
Physics,2020,91527,1,1.0,3
Physics,2020,91523,1,0.936589480141083,4
Physics,2020,91524,1,0.92380887185104,6
Physics,2020,91526,1,0.913536137198857,6
Physics,2020,91525,1,0.875,2
Agriculture & Horticulture,2020,91532,1,0.948398576512456,5
Agriculture & Horticulture,2020,91530,1,0.932624113475177,5
Agriculture & Horticulture,2020,91531,1,0.930809399477807,4
Agriculture & Horticulture,2020,91529,1,0.871366279069767,6
Agriculture & Horticulture,2020,91528,1,0.868888888888889,4
Chinese,2020,91533,1,0.889269406392694,5
Chinese,2020,91536,1,0.876417233560091,5
Chinese,2020,91534,1,0.574650077760498,3
Chinese,2020,91535,1,0.568447412353923,6
Chinese,2020,91537,1,0.554621848739496,5
Cook Islands Maori,2020,91538,1,0.921875,5
Cook Islands Maori,2020,91541,1,0.873015873015873,5
Cook Islands Maori,2020,91540,1,0.8125,6
Cook Islands Maori,2020,91539,1,0.654411764705882,3
Cook Islands Maori,2020,91542,1,0.652777777777778,5
French,2020,91546,1,0.922755741127349,5
French,2020,91543,1,0.913348946135831,5
French,2020,91545,1,0.716954022988506,6
French,2020,91547,1,0.686746987951807,5
French,2020,91544,1,0.684281842818428,3
German,2020,91548,1,0.896929824561404,5
German,2020,91551,1,0.894736842105263,5
German,2020,91549,1,0.673652694610778,3
German,2020,91552,1,0.659817351598174,5
German,2020,91550,1,0.653846153846154,6
Japanese,2020,91556,1,0.8916015625,5
Japanese,2020,91553,1,0.883333333333333,5
Japanese,2020,91555,1,0.702739726027397,6
Japanese,2020,91554,1,0.697938144329897,3
Japanese,2020,91557,1,0.694166666666667,5
Korean,2020,91558,1,0.73015873015873,5
Korean,2020,91561,1,0.65625,5
Korean,2020,91559,1,0.605263157894737,3
Korean,2020,91562,1,0.602564102564103,5
Korean,2020,91560,1,0.551282051282051,6
Samoan,2020,91563,1,0.921933085501859,5
Samoan,2020,91566,1,0.920138888888889,5
Samoan,2020,91564,1,0.816568047337278,3
Samoan,2020,91567,1,0.808479532163743,5
Samoan,2020,91565,1,0.762686567164179,6
Spanish,2020,91568,1,0.922368421052632,5
Spanish,2020,91571,1,0.915647921760391,5
Spanish,2020,91570,1,0.724137931034483,6
Spanish,2020,91569,1,0.694822888283379,3
Spanish,2020,91572,1,0.693763919821826,5
Calculus,2020,91573,1,1.0,3
Calculus,2020,91576,1,1.0,2
Calculus,2020,91576,2,0.917824267782427,2
Calculus,2020,91579,1,0.917083578575633,6
Calculus,2020,91578,1,0.915433801404213,6
Calculus,2020,91577,1,0.875769648678015,5
Statistics,2020,91582,1,1.0,4
Statistics,2020,91583,1,1.0,4
Statistics,2020,91584,1,0.960973502304148,4
Statistics,2020,91585,1,0.950040398599515,4
Statistics,2020,91586,1,0.948806415516598,4
Statistics,2020,91581,1,0.909090909090909,4
Dance,2020,91590,1,1.0,4
Dance,2020,91594,1,0.953815261044177,4
Dance,2020,91595,1,0.9375,4
Dance,2020,91591,1,0.833333333333333,4
Dance,2020,91589,1,0.789375,4
Dance,2020,91590,2,0.776691116544417,4
Social Studies,2020,91598,1,0.937313432835821,4
Social Studies,2020,91596,1,0.904275092936803,4
Social Studies,2020,91597,1,0.875,6
Social Studies,2020,91600,2,0.853126642143983,4
Social Studies,2020,91599,2,0.843975903614458,6
Biology,2020,91607,1,1.0,3
Biology,2020,91602,1,1.0,3
Biology,2020,91603,1,0.943383559600179,5
Biology,2020,91605,1,0.943190368698269,4
Biology,2020,91606,1,0.938704602071588,4
Biology,2020,91601,2,0.834855545200373,4
Biology,2020,91607,2,0.817247470692147,1
Technology/Hangarau,2020,91612,1,0.967687074829932,4
Technology/Hangarau,2020,91617,1,0.953086419753087,4
Technology/Hangarau,2020,91619,1,0.951219512195122,4
Technology/Hangarau,2020,91618,1,0.95,6
Technology/Hangarau,2020,91610,1,0.942307692307692,6
Construction and Mechanical Technologies,2020,91621,1,0.9375,6
Construction and Mechanical Technologies,2020,91625,1,0.92156862745098,3
Construction and Mechanical Technologies,2020,91624,1,0.9140625,3
Construction and Mechanical Technologies,2020,91620,1,0.893992932862191,6
Construction and Mechanical Technologies,2020,91620,2,0.860983981693364,6
Design and Visual Communication,2020,91627,1,0.963505747126437,4
Design and Visual Communication,2020,91631,1,0.907339449541284,6
Design and Visual Communication,2020,91630,1,0.865706319702602,6
Design and Visual Communication,2020,91629,2,0.849020674646355,6
Design and Visual Communication,2020,91628,1,0.824531516183986,2
Digital Technologies,2020,91633,1,1.0,6
Digital Technologies,2020,91641,1,1.0,4
Digital Technologies,2020,91639,1,0.923076923076923,4
Digital Technologies,2020,91636,1,0.913669064748201,4
Digital Technologies,2020,91640,1,0.90983606557377,4
Digital Technologies,2020,91641,2,0.9,2
Processing Technologies,2020,91643,1,0.878992628992629,6
Processing Technologies,2020,91644,1,0.795454545454545,4
Te Reo Māori,2020,91652,1,0.944037656903766,6
Te Reo Māori,2020,91653,1,0.922782874617737,6
Te Reo Māori,2020,91654,1,0.866666666666667,6
Te Reo Māori,2020,91651,2,0.850282485875706,6
Tongan,2020,91682,1,0.870503597122302,5
Tongan,2020,91679,1,0.86241610738255,5
Tongan,2020,91683,1,0.833333333333333,5
Tongan,2020,91680,1,0.738738738738739,3
Tongan,2020,91681,1,0.719512195121951,6
Te Reo Rangatira,2020,91808,1,0.937888198757764,3
Te Reo Rangatira,2020,91804,1,0.930769230769231,3
Te Reo Rangatira,2020,91806,1,0.920289855072464,4
Te Reo Rangatira,2020,91805,1,0.914141414141414,4
Te Reo Rangatira,2020,91803,1,0.856589147286822,3
Te Reo Rangatira,2020,91809,1,0.847972972972973,6
Te Reo Rangatira,2020,91810,1,0.829931972789116,1
Hauora,2020,91813,1,1.0,3
Hauora,2020,91814,1,0.631578947368421,3
Science/Pūtaiao,2020,91818,1,1.0,4
New Zealand Sign Language,2020,91825,1,1.0,6
New Zealand Sign Language,2020,91824,1,1.0,6
New Zealand Sign Language,2020,91823,1,0.833333333333333,3
New Zealand Sign Language,2020,91822,1,0.833333333333333,5
Tikanga ā-Iwi,2020,91826,1,1.0,4
Tikanga ā-Iwi,2020,91827,1,1.0,4
Tikanga ā-Iwi,2020,91835,1,1.0,4
Tikanga ā-Iwi,2020,91828,1,0.9,4
Tikanga ā-Iwi,2020,91830,1,0.9,4
Tikanga ā-Iwi,2020,91831,1,0.875,4
Ngā Mahi a te Rēhia,2020,91851,1,1.0,4
Ngā Mahi a te Rēhia,2020,91853,1,0.888888888888889,4
Ngā Mahi a te Rēhia,2020,91852,1,0.863636363636364,4
Ngā Mahi a te Rēhia,2020,91850,1,0.727272727272727,4
Ngā Mahi a te Rēhia,2020,91854,1,0.5,4
Ngā Toi Puoro,2020,91861,1,1.0,4
Ngā Toi Puoro,2020,91863,1,1.0,4
Ngā Toi Puoro,2020,91860,1,0.8125,4
Ngā Toi Puoro,2020,91862,1,0.7,4
Psychology,2020,91876,1,0.940226171243942,3
Psychology,2020,91872,1,0.834970530451866,6
Psychology,2020,91875,1,0.832807570977918,4
Psychology,2020,91874,1,0.829135180520571,6
Psychology,2020,91873,1,0.829013678905688,3
Digital Technologies and Hangarau Matihiko,2020,91908,1,0.927650429799427,3
Digital Technologies and Hangarau Matihiko,2020,91909,1,0.9,3
Digital Technologies and Hangarau Matihiko,2020,91905,1,0.865740740740741,4
Digital Technologies and Hangarau Matihiko,2020,91901,1,0.82013422818792,3
Digital Technologies and Hangarau Matihiko,2020,91900,1,0.817655571635311,6
Digital Technologies and Hangarau Matihiko,2020,91903,1,0.814954682779456,4
Digital Technologies and Hangarau Matihiko,2020,91902,1,0.810747663551402,1
Te Ao Haka,2020,91985,1,0.5,5
Religious Studies,2021,90827,1,1.0,6
Religious Studies,2021,91725,1,0.828619367209971,6
Religious Studies,2021,90825,1,0.82267531665122,6
Religious Studies,2021,90827,2,0.815196214862232,6
Education for Sustainability,2021,90831,1,0.961538461538462,5
Education for Sustainability,2021,91735,1,0.911167512690355,4
Education for Sustainability,2021,91736,1,0.898148148148148,4
Education for Sustainability,2021,90832,1,0.897560975609756,5
Education for Sustainability,2021,90828,1,0.871890547263682,6
Business Studies,2021,91383,1,1.0,3
Business Studies,2021,91380,1,0.939953810623557,4
Business Studies,2021,91381,1,0.923913043478261,4
Business Studies,2021,91379,1,0.903556034482759,4
Business Studies,2021,91385,1,0.887959866220736,3
Business Studies,2021,91870,1,0.885245901639344,4
Business Studies,2021,91871,1,0.878444084278768,2
Chemistry,2021,91387,1,1.0,4
Chemistry,2021,91393,1,1.0,3
Chemistry,2021,91392,1,0.886254661694193,5
Chemistry,2021,91390,1,0.881265076387028,5
Chemistry,2021,91391,1,0.875807030129125,5
Chemistry,2021,91389,2,0.8310972688069,2
Classical Studies,2021,91396,1,0.896551724137931,6
Classical Studies,2021,91394,1,0.891581632653061,4
Classical Studies,2021,91395,1,0.886223440712817,4
Classical Studies,2021,91398,1,0.84245201947866,6
Classical Studies,2021,91397,1,0.831476720936875,4
Economics,2021,91403,1,0.910911602209945,6
Economics,2021,91402,1,0.8984375,5
Economics,2021,91399,1,0.889135702746365,4
Economics,2021,91400,1,0.868801652892562,4
Economics,2021,91402,2,0.844514959202176,5
Accounting,2021,91409,1,1.0,4
Accounting,2021,91404,1,0.921641791044776,4
Accounting,2021,91408,1,0.906785034876347,4
Accounting,2021,91406,1,0.869755244755245,5
Accounting,2021,91405,1,0.85,4
Accounting,2021,91407,1,0.839285714285714,3
Earth and Space Science,2021,91415,1,1.0,4
Earth and Space Science,2021,91413,1,0.919834710743802,4
Earth and Space Science,2021,91412,1,0.902439024390244,4
Earth and Space Science,2021,91410,1,0.899926144756278,4
Earth and Space Science,2021,91414,1,0.888297872340426,4
Earth and Space Science,2021,91411,2,0.880810488676996,4
Music Studies,2021,91418,1,1.0,4
Music Studies,2021,91425,1,1.0,6
Music Studies,2021,91420,1,0.958762886597938,4
Music Studies,2021,91421,1,0.869230769230769,4
Music Studies,2021,91423,1,0.862694300518135,4
Music Studies,2021,91425,2,0.814956855225312,2
Geography,2021,91430,1,1.0,5
Geography,2021,91429,1,0.916001388406803,4
Geography,2021,91426,1,0.894518272425249,4
Geography,2021,91427,1,0.894301470588235,4
Geography,2021,91430,2,0.887526966071779,5
Geography,2021,91428,1,0.884821770793407,2
History,2021,91435,1,0.9125,5
History,2021,91436,1,0.912272993555946,4
History,2021,91438,1,0.886297844966227,6
History,2021,91439,1,0.870634920634921,6
History,2021,91435,2,0.831094489390933,3
Design (Practical Art),2021,91455,1,0.861729673744174,14
Design (Practical Art),2021,91450,1,0.851842629482072,4
Design (Practical Art),2021,91440,1,0.847122302158274,4
Design (Practical Art),2021,91445,1,0.829429960229783,2
Painting (Practical Art),2021,91441,1,1.0,4
Painting (Practical Art),2021,91446,1,1.0,4
Painting (Practical Art),2021,91456,1,0.869162342475908,14
Painting (Practical Art),2021,91451,1,0.861111111111111,2
Photography (Practical Art),2021,91442,1,1.0,4
Photography (Practical Art),2021,91457,1,0.885517799352751,14
Photography (Practical Art),2021,91452,1,0.880952380952381,4
Photography (Practical Art),2021,91447,2,0.869418386491557,2
Printmaking (Practical Art),2021,91443,1,0.890625,4
Printmaking (Practical Art),2021,91448,2,0.838199513381995,4
Printmaking (Practical Art),2021,91453,1,0.816816816816817,4
Printmaking (Practical Art),2021,91458,1,0.814199395770393,12
Sculpture (Practical Art),2021,91855,1,1.0,4
Sculpture (Practical Art),2021,91857,1,1.0,4
Sculpture (Practical Art),2021,91460,1,1.0,4
Sculpture (Practical Art),2021,91454,1,0.907738095238095,4
Sculpture (Practical Art),2021,91444,1,0.9,4
Sculpture (Practical Art),2021,91449,1,0.884803921568628,4
Health Education,2021,91815,1,1.0,5
Health Education,2021,91462,1,0.906434911242604,5
Health Education,2021,91461,1,0.901506996770721,5
Health Education,2021,91465,1,0.898916967509025,5
Health Education,2021,91463,1,0.89567031820553,4
Home Economics,2021,91467,1,1.0,5
Home Economics,2021,91466,1,0.955882352941176,5
Home Economics,2021,91471,1,0.931740614334471,4
Home Economics,2021,91467,2,0.926636568848759,5
Home Economics,2021,91468,1,0.923076923076923,5
English,2021,91474,1,0.931862657890055,4
English,2021,91473,1,0.90069207953422,4
English,2021,91477,1,0.891134020618557,3
English,2021,91475,1,0.884594279443035,6
English,2021,91480,1,0.882524839275278,3
English,2021,91472,1,0.878386699507389,4
History of Art,2021,91484,1,0.86875,4
History of Art,2021,91482,1,0.858823529411765,4
History of Art,2021,91487,1,0.838951310861423,4
History of Art,2021,91489,1,0.827361563517915,4
History of Art,2021,91485,1,0.823943661971831,4
History of Art,2021,91483,1,0.821078431372549,4
Media Studies,2021,91497,1,1.0,3
Media Studies,2021,91494,1,1.0,4
Media Studies,2021,91497,2,0.894071914480078,3
Media Studies,2021,91492,2,0.888482632541134,3
Media Studies,2021,91492,1,0.884615384615385,3
Media Studies,2021,91493,1,0.883112980769231,4
Media Studies,2021,91490,1,0.879012345679012,4
Physical Education,2021,91505,1,1.0,4
Physical Education,2021,91502,1,1.0,4
Physical Education,2021,91504,1,0.973509933774834,3
Physical Education,2021,91499,1,0.958333333333333,3
Physical Education,2021,91789,2,0.904837316441117,4
Physical Education,2021,91505,2,0.904080854309687,4
Physical Education,2021,91504,2,0.897271487039564,2
Latin,2021,91507,1,0.8,5
Latin,2021,91506,1,0.7875,6
Latin,2021,91508,1,0.672413793103448,6
Latin,2021,91511,1,0.636363636363636,3
Latin,2021,91510,1,0.5625,3
Latin,2021,91509,1,0.543478260869565,1
Drama,2021,91513,1,1.0,5
Drama,2021,91517,1,1.0,5
Drama,2021,91515,1,1.0,4
Drama,2021,91514,1,0.897216274089936,4
Drama,2021,91518,1,0.8970736629667,4
Drama,2021,91519,1,0.889570552147239,2
Physics,2021,91527,1,1.0,3
Physics,2021,91524,1,0.897698568621948,6
Physics,2021,91523,1,0.888719267234453,4
Physics,2021,91526,1,0.883946223803875,6
Physics,2021,91522,1,0.86,3
Physics,2021,91527,2,0.852363960749331,2
Agriculture & Horticulture,2021,91530,1,0.927152317880795,5
Agriculture & Horticulture,2021,91531,1,0.923553719008265,4
Agriculture & Horticulture,2021,91532,1,0.899361022364217,5
Agriculture & Horticulture,2021,91529,1,0.869617224880383,6
Agriculture & Horticulture,2021,91528,1,0.864814814814815,4
Chinese,2021,91536,1,0.741686460807601,5
Chinese,2021,91533,1,0.73543990086741,5
Chinese,2021,91534,1,0.601485148514852,3
Chinese,2021,91537,1,0.573218997361478,5
Chinese,2021,91535,1,0.569421487603306,6
Cook Islands Maori,2021,91538,1,0.852272727272727,5
Cook Islands Maori,2021,91541,1,0.83695652173913,5
Cook Islands Maori,2021,91540,1,0.805555555555556,6
Cook Islands Maori,2021,91539,1,0.75,3
Cook Islands Maori,2021,91542,1,0.720338983050848,5
French,2021,91543,1,0.85180412371134,5
French,2021,91546,1,0.848060344827586,5
French,2021,91545,1,0.721311475409836,6
French,2021,91544,1,0.709809264305177,3
French,2021,91547,1,0.681262729124236,5
German,2021,91548,1,0.845454545454546,5
German,2021,91551,1,0.831395348837209,5
German,2021,91549,1,0.745283018867925,3
German,2021,91550,1,0.708333333333333,6
German,2021,91552,1,0.679245283018868,5
Japanese,2021,91553,1,0.826612903225807,5
Japanese,2021,91556,1,0.8076171875,5
Japanese,2021,91554,1,0.728813559322034,3
Japanese,2021,91555,1,0.718253968253968,6
Japanese,2021,91557,1,0.705372616984402,5
Korean,2021,91558,1,0.701612903225807,5
Korean,2021,91561,1,0.6484375,5
Korean,2021,91560,1,0.628571428571429,6
Korean,2021,91562,1,0.625,5
Korean,2021,91559,1,0.6,3
Samoan,2021,91566,1,0.889250814332248,5
Samoan,2021,91563,1,0.865646258503401,5
Samoan,2021,91564,1,0.820783132530121,3
Samoan,2021,91565,1,0.792642140468228,6
Samoan,2021,91567,1,0.783076923076923,5
Spanish,2021,91568,1,0.850931677018634,5
Spanish,2021,91571,1,0.822192513368984,5
Spanish,2021,91569,1,0.718354430379747,3
Spanish,2021,91570,1,0.709205020920502,6
Spanish,2021,91572,1,0.667525773195876,5
Calculus,2021,91575,1,1.0,4
Calculus,2021,91576,2,0.93593625498008,2
Calculus,2021,91578,1,0.902897657213317,6
Calculus,2021,91579,1,0.887853841709994,6
Calculus,2021,91576,1,0.885714285714286,2
Calculus,2021,91577,1,0.880058550025831,4
Statistics,2021,91581,1,1.0,4
Statistics,2021,91583,1,1.0,4
Statistics,2021,91582,1,0.962962962962963,4
Statistics,2021,91580,1,0.961538461538462,4
Statistics,2021,91584,1,0.931470588235294,4
Statistics,2021,91585,1,0.906778523489933,4
Dance,2021,91594,1,0.855371900826446,4
Dance,2021,91595,1,0.814102564102564,4
Dance,2021,91593,2,0.797058823529412,4
Dance,2021,91588,2,0.789244186046512,8
Dance,2021,91589,2,0.783333333333333,4
Social Studies,2021,91598,1,0.869146005509642,4
Social Studies,2021,91600,1,0.846744186046512,4
Social Studies,2021,91597,1,0.831052383199623,6
Social Studies,2021,91599,1,0.830473218928757,6
Social Studies,2021,91596,1,0.788187372708758,4
Biology,2021,91604,1,1.0,3
Biology,2021,91601,1,0.941176470588235,4
Biology,2021,91602,1,0.9375,3
Biology,2021,91603,1,0.917859725234996,5
Biology,2021,91607,1,0.911764705882353,3
Biology,2021,91605,1,0.893162393162393,4
Biology,2021,91606,1,0.876957343412527,2
Technology/Hangarau,2021,91608,1,1.0,4
Technology/Hangarau,2021,91610,1,1.0,6
Technology/Hangarau,2021,91611,1,1.0,6
Technology/Hangarau,2021,91613,1,0.93717277486911,4
Technology/Hangarau,2021,91619,1,0.915730337078652,4
Construction and Mechanical Technologies,2021,91625,1,0.893939393939394,3
Construction and Mechanical Technologies,2021,91624,1,0.885321100917431,3
Construction and Mechanical Technologies,2021,91620,2,0.859390862944163,6
Construction and Mechanical Technologies,2021,91622,2,0.818511796733212,4
Construction and Mechanical Technologies,2021,91623,1,0.817524115755627,4
Construction and Mechanical Technologies,2021,91626,1,0.794047619047619,4
Design and Visual Communication,2021,91628,1,1.0,6
Design and Visual Communication,2021,91627,1,0.931232876712329,4
Design and Visual Communication,2021,91629,1,0.909090909090909,6
Design and Visual Communication,2021,91630,1,0.85296803652968,6
Design and Visual Communication,2021,91628,2,0.852872670807453,2
Processing Technologies,2021,91643,1,0.976190476190476,6
Processing Technologies,2021,91644,1,0.873239436619719,4
Processing Technologies,2021,91643,2,0.846050870147256,6
Te Reo Māori,2021,91654,1,1.0,6
Te Reo Māori,2021,91652,1,0.905945419103314,6
Te Reo Māori,2021,91653,1,0.887931034482759,6
Te Reo Māori,2021,91654,2,0.846246006389776,6
Tongan,2021,91682,1,0.844827586206897,5
Tongan,2021,91679,1,0.817796610169492,5
Tongan,2021,91683,1,0.775862068965517,5
Tongan,2021,91680,1,0.774390243902439,3
Tongan,2021,91681,1,0.772727272727273,6
Te Reo Rangatira,2021,91806,1,0.948051948051948,4
Te Reo Rangatira,2021,91808,1,0.9,3
Te Reo Rangatira,2021,91804,1,0.895454545454545,3
Te Reo Rangatira,2021,91805,1,0.852941176470588,4
Te Reo Rangatira,2021,91817,1,0.847368421052632,4
Te Reo Rangatira,2021,91809,1,0.830357142857143,6
Hauora,2021,91814,1,1.0,3
New Zealand Sign Language,2021,91822,1,1.0,5
New Zealand Sign Language,2021,91824,1,1.0,6
New Zealand Sign Language,2021,91825,1,0.916666666666667,6
Tikanga ā-Iwi,2021,91830,1,0.972222222222222,4
Tikanga ā-Iwi,2021,91832,1,0.9375,4
Tikanga ā-Iwi,2021,91833,1,0.93,4
Tikanga ā-Iwi,2021,91829,1,0.928571428571429,4
Tikanga ā-Iwi,2021,91831,1,0.909090909090909,4
Tikanga ā-Iwi,2021,91827,1,0.909090909090909,4
Ngā Mahi a te Rēhia,2021,91852,1,1.0,4
Ngā Toi Puoro,2021,91860,1,0.833333333333333,4
Ngā Toi Puoro,2021,91862,1,0.833333333333333,4
Ngā Toi Puoro,2021,91861,1,0.8,4
Ngā Toi Puoro,2021,91863,1,0.8,4
Ngā Toi Puoro,2021,91864,1,0.8,4
Psychology,2021,91876,1,0.887272727272727,3
Psychology,2021,91874,1,0.846715328467153,6
Psychology,2021,91875,1,0.845484672742336,4
Psychology,2021,91872,1,0.842271293375394,6
Psychology,2021,91873,1,0.825121654501217,3
Digital Technologies and Hangarau Matihiko,2021,91908,1,0.871247113163972,3
Digital Technologies and Hangarau Matihiko,2021,91909,1,0.860753676470588,3
Digital Technologies and Hangarau Matihiko,2021,91901,1,0.831958762886598,3
Digital Technologies and Hangarau Matihiko,2021,91905,1,0.830882352941177,4
Digital Technologies and Hangarau Matihiko,2021,91900,1,0.8289592760181,6
Digital Technologies and Hangarau Matihiko,2021,91907,1,0.816462736373749,5
Te Ao Haka,2021,91984,1,0.767741935483871,5
Te Ao Haka,2021,91985,1,0.726744186046512,5
Te Ao Haka,2021,91987,1,0.710344827586207,5
Te Ao Haka,2021,91986,1,0.607784431137725,5
Science - Core,2022,90728,3,1.0,4
Religious Studies,2022,90826,2,1.0,6
Religious Studies,2022,91725,2,0.846541456710948,6
Religious Studies,2022,90825,3,0.841811617984903,6
Religious Studies,2022,90827,3,0.839526038619076,6
Education for Sustainability,2022,90828,2,1.0,6
Education for Sustainability,2022,90832,2,1.0,5
Education for Sustainability,2022,91736,2,0.930232558139535,4
Education for Sustainability,2022,90832,3,0.893013100436681,5
Education for Sustainability,2022,90828,3,0.885514018691589,4
Business Studies,2022,91381,2,0.958698372966208,4
Business Studies,2022,91379,2,0.956686930091185,4
Business Studies,2022,91380,2,0.952099737532808,4
Business Studies,2022,91870,1,0.881031613976706,4
Business Studies,2022,91385,2,0.877358490566038,3
Business Studies,2022,91869,1,0.872064276885043,4
Business Studies,2022,91383,2,0.870923913043478,1
Chemistry,2022,91388,1,1.0,3
Chemistry,2022,91390,2,0.935838307107976,5
Chemistry,2022,91391,2,0.932873656459136,5
Chemistry,2022,91392,2,0.921947004608295,5
Chemistry,2022,91389,2,0.848421312284164,3
Chemistry,2022,91389,1,0.833333333333333,3
Classical Studies,2022,91397,1,1.0,6
Classical Studies,2022,91395,2,0.936563876651982,4
Classical Studies,2022,91396,2,0.934979838709677,6
Classical Studies,2022,91394,2,0.934072345390899,4
Classical Studies,2022,91398,1,0.875,4
Economics,2022,91402,1,1.0,5
Economics,2022,91403,2,0.962692619626926,6
Economics,2022,91399,2,0.934841628959276,4
Economics,2022,91400,2,0.927921092564492,4
Economics,2022,91402,2,0.85,5
