Academic Year,Standard Number,Standard Version,Adjusted Not Achieved Percentile,Adjusted Achieved Percentile,Adjusted Merit Percentile,Adjusted Excellence Percentile
2022,10026,7,0.03703703703703704,0.537037037037037,1,1
2022,10082,3,0,0.5,1,1
2022,10082,4,0,0.5,1,1
2022,10231,5,0,0.5,1,1
2022,10235,5,0.5,1,1,1
2022,10308,4,0,0.5,1,1
2022,10308,5,0.006024096385542188,0.5060240963855422,1,1
2022,10320,5,0,0.5,1,1
2022,10347,6,0.09090909090909088,0.5909090909090908,1,1
2022,10347,7,0.1111111111111111,0.6111111111111112,1,1
2022,10545,6,0,0.5,1,1
2022,10645,4,0,0.5,1,1
2022,10851,4,0.001148369315571884,0.5011483693155718,1,1
2022,10852,4,0,0.5,1,1
2022,11095,7,0.1603053435114504,0.6603053435114503,1,1
2022,11095,8,0,0.5,1,1
2022,11097,5,0.02190721649484534,0.5219072164948453,1,1
2022,11097,6,0.00901639344262295,0.509016393442623,1,1
2022,11733,4,0,0.5,1,1
2022,11815,6,0.0114942528735632,0.5114942528735632,1,1
2022,11815,7,0,0.5,1,1
2022,11816,6,0.1428571428571429,0.6428571428571428,1,1
2022,11817,7,0.0164285714285714,0.5164285714285715,1,1
2022,11817,8,0,0.5,1,1
2022,11818,6,0,0.5,1,1
2022,11818,7,0.006393861892583119,0.5063938618925832,1,1
2022,11827,5,0,0.5,1,1
2022,11831,7,0.006993006993006978,0.506993006993007,1,1
2022,12310,6,0,0.5,1,1
2022,12356,6,0.09441233140655109,0.594412331406551,1,1
2022,12395,3,0,0.5,1,1
2022,12886,7,0.09999999999999998,0.6,1,1
2022,12886,8,0.08333333333333331,0.5833333333333333,1,1
2022,12887,7,0.1964285714285715,0.6964285714285714,1,1
2022,12887,8,0.1415094339622642,0.6415094339622642,1,1
2022,12997,4,0.02631578947368424,0.5263157894736843,1,1
2022,12997,5,0.02956989247311825,0.5295698924731183,1,1
2022,12998,3,0.02439024390243905,0.524390243902439,1,1
2022,12998,4,0.08333333333333331,0.5833333333333333,1,1
2022,12999,3,0,0.5,1,1
2022,12999,4,0.02777777777777779,0.5277777777777778,1,1
2022,13000,3,0,0.5,1,1
2022,13000,4,0.02941176470588236,0.5294117647058824,1,1
2022,13002,3,0,0.5,1,1
2022,13002,4,0.02777777777777779,0.5277777777777778,1,1
2022,13015,3,0,0.5,1,1
2022,13016,4,0,0.5,1,1
2022,13016,5,0,0.5,1,1
2022,13031,3,0.0138888888888889,0.5138888888888888,1,1
2022,13031,4,0,0.5,1,1
2022,13037,3,0,0.5,1,1
2022,13037,4,0,0.5,1,1
2022,13038,3,0.1805555555555556,0.6805555555555556,1,1
2022,13038,4,0,0.5,1,1
2022,13039,3,0,0.5,1,1
2022,13039,4,0,0.5,1,1
2022,13053,4,0,0.5,1,1
2022,13053,5,0,0.5,1,1
2022,13282,5,0.02247191011235955,0.5224719101123596,1,1
2022,13282,6,0.06711409395973156,0.5671140939597316,1,1
2022,13288,5,0.01944444444444443,0.5194444444444444,1,1
2022,13288,6,0.05833333333333335,0.5583333333333333,1,1
2022,13293,5,0.01874999999999999,0.51875,1,1
2022,13293,6,0.0318181818181818,0.5318181818181817,1,1
2022,13300,5,0.01136363636363635,0.5113636363636364,1,1
2022,13300,6,0.175,0.675,1,1
2022,13304,6,0.007142857142857118,0.5071428571428571,1,1
2022,13304,7,0.140625,0.640625,1,1
2022,13310,5,0.06962025316455694,0.5696202531645569,1,1
2022,13310,6,0.0982142857142857,0.5982142857142857,1,1
2022,13314,6,0.0557029177718833,0.5557029177718833,1,1
2022,13314,7,0.08405172413793105,0.584051724137931,1,1
2022,13315,5,0.01041666666666669,0.5104166666666667,1,1
2022,13315,6,0.05263157894736842,0.5526315789473684,1,1
2022,13316,5,0.04325955734406439,0.5432595573440644,1,1
2022,13316,6,0.05660377358490565,0.5566037735849056,1,1
2022,13322,5,0.0451388888888889,0.5451388888888888,1,1
2022,13322,6,0.1038961038961039,0.6038961038961039,1,1
2022,13325,5,0.03863636363636364,0.5386363636363636,1,1
2022,13325,6,0.06340057636887608,0.5634005763688761,1,1
2022,13331,5,0.049645390070922,0.549645390070922,1,1
2022,13331,6,0.06369426751592355,0.5636942675159236,1,1
2022,13343,6,0.1379310344827586,0.6379310344827587,1,1
2022,13343,7,0.1398713826366559,0.639871382636656,1,1
2022,13376,3,0,0.5,1,1
2022,13382,3,0.04838709677419356,0.5483870967741935,1,1
2022,13382,4,0.3308823529411765,0.8308823529411764,1,1
2022,13387,4,0,0.5,1,1
2022,13388,4,0,0.5,1,1
2022,14139,6,0,0.5,1,1
2022,14420,7,0,0.5,1,1
2022,14420,8,0.01685393258426965,0.5168539325842696,1,1
2022,14432,6,0,0.5,1,1
2022,14441,5,0,0.5,1,1
2022,14441,6,0.01744186046511626,0.5174418604651163,1,1
2022,14441,7,0,0.5,1,1
2022,14442,6,0,0.5,1,1
2022,14454,7,0,0.5,1,1
2022,14555,4,0,0.5,1,1
2022,14565,4,0,0.5,1,1
2022,14609,2,0,0.5,1,1
2022,14996,4,0,0.5,1,1
2022,14996,6,0.015625,0.515625,1,1
2022,14997,7,0.25,0.75,1,1
2022,14998,5,0,0.5,1,1
2022,14998,7,0.1470588235294117,0.6470588235294117,1,1
2022,15020,7,0.04838709677419356,0.2580645161290323,0.5564516129032258,0.8467741935483871
2022,15020,8,0.04081632653061224,0.4489795918367347,0.8571428571428572,0.9489795918367347
2022,15158,5,0,0.5,1,1
2022,15299,6,0,0.5,1,1
2022,15441,4,0.09090909090909088,0.5909090909090908,1,1
2022,15446,3,0,0.5,1,1
2022,15446,4,0.007575757575757569,0.5075757575757576,1,1
2022,15458,4,0,0.5,1,1
2022,15609,3,0,0.5,1,1
2022,15757,4,0,0.5,1,1
2022,15757,5,0,0.5,1,1
2022,15844,7,0.1136363636363637,0.6136363636363636,1,1
2022,15844,8,0,0.5,1,1
2022,15855,6,0,0.5,1,1
2022,16032,5,0.09090909090909088,0.5909090909090908,1,1
2022,16034,5,0,0.5,1,1
2022,16041,6,0.09574468085106386,0.5957446808510638,1,1
2022,16041,7,0,0.5,1,1
2022,16049,5,0.05434782608695654,0.5543478260869565,1,1
2022,16052,5,0,0.5,1,1
2022,16053,5,0,0.5,1,1
2022,16056,6,0,0.5,1,1
2022,16059,5,0.2142857142857143,0.7142857142857143,1,1
2022,16136,9,0.125,0.625,1,1
2022,16136,10,0,0.5,1,1
2022,16139,7,0.2702702702702703,0.7702702702702703,1,1
2022,16167,6,0,0.5,1,1
2022,16231,5,0,0.5,1,1
2022,16258,4,0,0.5,1,1
2022,16259,4,0,0.5,1,1
2022,16337,4,0,0.5,1,1
2022,16340,5,0.03488372093023257,0.5348837209302326,1,1
2022,16407,7,0.05645161290322581,0.5564516129032258,1,1
2022,16672,4,0,0.5,1,1
2022,16673,5,0.07692307692307693,0.5769230769230769,1,1
2022,16674,4,0,0.5,1,1
2022,16679,4,0,0.5,1,1
2022,16679,5,0.375,0.875,1,1
2022,16701,4,0,0.5,1,1
2022,16701,5,0,0.5,1,1
2022,16702,4,0,0.5,1,1
2022,16702,5,0,0.5,1,1
2022,16703,4,0,0.5,1,1
2022,16703,5,0,0.5,1,1
2022,16712,3,0,0.5,1,1
2022,16718,5,0,0.5,1,1
2022,16718,6,0,0.5,1,1
2022,16800,4,0,0.5,1,1
2022,16800,5,0,0.5,1,1
2022,16802,4,0,0.5,1,1
2022,16802,5,0,0.5,1,1
2022,16843,5,0.1388888888888889,0.6388888888888888,1,1
2022,16843,6,0,0.5,1,1
2022,16850,5,0.00877192982456143,0.5087719298245614,1,1
2022,16850,6,0,0.5,1,1
2022,16850,7,0,0.5,1,1
2022,16856,5,0,0.5,1,1
2022,16856,6,0,0.5,1,1
2022,16856,7,0,0.5,1,1
2022,16857,5,0.01020408163265307,0.5102040816326531,1,1
2022,16857,6,0,0.5,1,1
2022,16857,7,0,0.5,1,1
2022,16870,3,0.02941176470588236,0.5294117647058824,1,1
2022,16870,4,0,0.5,1,1
2022,16870,5,0,0.5,1,1
2022,16871,3,0,0.5,1,1
2022,16871,4,0,0.5,1,1
2022,17025,5,0,0.5,1,1
2022,17151,5,0,0.5,1,1
2022,17151,6,0,0.5,1,1
2022,17164,4,0.09999999999999998,0.5,0.9,1
2022,17164,5,0.1068376068376069,0.3717948717948718,0.6495726495726496,0.8846153846153846
2022,17164,6,0.04999999999999999,0.2625,0.55,0.8375
2022,17167,3,0,0.125,0.25,0.625
2022,17167,4,0.1666666666666667,0.4621212121212122,0.6818181818181818,0.8863636363636364
2022,17167,5,0.07042253521126762,0.3309859154929578,0.5915492957746479,0.8309859154929577
2022,17170,3,0,0.25,0.75,1
2022,17170,4,0.1190476190476191,0.4285714285714286,0.6904761904761905,0.8809523809523809
2022,17170,5,0.25,0.6470588235294118,0.823529411764706,0.9264705882352942
2022,17236,4,0,0.5,1,1
2022,17253,5,0,0.5,1,1
2022,17255,4,0,0.5,1,1
2022,17257,4,0,0.5,1,1
2022,17261,4,0,0.5,1,1
2022,17261,6,0,0.5,1,1
2022,17283,8,0,0.5,1,1
2022,17284,6,0.01538461538461539,0.5153846153846153,1,1
2022,17284,7,0.02766798418972333,0.5276679841897234,1,1
2022,17288,7,0.02121212121212124,0.5212121212121212,1,1
2022,17288,8,0.04290718038528896,0.542907180385289,1,1
2022,17385,7,0,0.5,1,1
2022,17391,8,0.06862745098039214,0.5686274509803921,1,1
2022,17459,7,0,0.5,1,1
2022,17459,8,0,0.5,1,1
2022,17459,9,0,0.5,1,1
2022,17574,5,0,0.5,1,1
2022,17574,6,0,0.5,1,1
2022,17576,5,0,0.5,1,1
2022,17578,9,0.1071428571428572,0.6071428571428572,1,1
2022,17586,6,0,0.5,1,1
2022,17586,7,0,0.5,1,1
2022,17588,5,0,0.5,1,1
2022,17590,6,0,0.5,1,1
2022,17591,5,0,0.5,1,1
2022,17591,6,0,0.5,1,1
2022,17591,7,0.001030927835051543,0.5010309278350515,1,1
2022,17592,4,0,0.5,1,1
2022,17592,5,0.01204819277108432,0.5120481927710843,1,1
2022,17592,6,0.001277372262773746,0.5012773722627737,1,1
2022,17594,5,0.01543942992874109,0.515439429928741,1,1
2022,17594,6,0.002588438308886998,0.502588438308887,1,1
2022,17596,5,0,0.5,1,1
2022,17596,6,0,0.5,1,1
2022,17600,5,0,0.5,1,1
2022,17600,6,0,0.5,1,1
2022,17600,7,0.003521126760563376,0.5035211267605634,1,1
2022,17602,7,0.001492537313432851,0.5014925373134329,1,1
2022,17677,5,0.01635514018691586,0.5163551401869159,1,1
2022,17678,4,0,0.5,1,1
2022,17763,4,0,0.5,1,1
2022,17772,5,0,0.5,1,1
2022,17772,6,0,0.5,1,1
2022,17784,6,0,0.5,1,1
2022,17784,7,0,0.5,1,1
2022,17784,8,0.0339506172839506,0.5339506172839505,1,1
2022,17786,7,0,0.5,1,1
2022,17786,8,0.06289308176100628,0.5628930817610063,1,1
2022,17791,7,0,0.5,1,1
2022,17791,8,0.02564102564102566,0.5256410256410257,1,1
2022,17817,4,0.125,0.625,1,1
2022,17818,4,0,0.5,1,1
2022,17819,4,0,0.5,1,1
2022,17820,4,0,0.5,1,1
2022,17821,4,0,0.5,1,1
2022,17953,4,0,0.5,1,1
2022,17976,4,0,0.5,1,1
2022,17978,4,0,0.5,1,1
2022,18104,3,0.125,0.625,1,1
2022,18106,4,0,0.5,1,1
2022,18132,3,0.005681818181818177,0.5056818181818181,1,1
2022,18159,5,0,0.5,1,1
2022,18170,4,0,0.5,1,1
2022,18171,4,0,0.5,1,1
2022,18211,5,0.01923076923076922,0.5192307692307692,1,1
2022,18211,6,0.1017561983471074,0.6017561983471074,1,1
2022,18212,4,0,0.5,1,1
2022,18212,5,0.06924460431654678,0.5692446043165468,1,1
2022,18213,3,0,0.5,1,1
2022,18213,4,0.0357142857142857,0.5357142857142857,1,1
2022,18226,4,0.1428571428571429,0.6428571428571428,1,1
2022,18227,3,0,0.5,1,1
2022,18228,3,0.0693359375,0.5693359375,1,1
2022,18273,6,0,0.5,1,1
2022,18274,5,0,0.5,1,1
2022,18282,3,0,0.5,1,1
2022,18352,5,0,0.5,1,1
2022,18352,6,0.02205882352941174,0.5220588235294117,1,1
2022,18354,6,0,0.5,1,1
2022,18356,6,0,0.5,1,1
2022,18360,5,0.04545454545454547,0.5454545454545454,1,1
2022,18360,6,0,0.5,1,1
2022,18363,7,0,0.5,1,1
2022,18408,3,0,0.5,1,1
2022,18408,5,0,0.5,1,1
2022,18408,6,0,0.5,1,1
2022,18409,5,0,0.5,1,1
2022,18426,8,0,0.5,1,1
2022,18426,9,0.004784688995215336,0.5047846889952153,1,1
2022,18496,1,0,0.5,1,1
2022,18496,2,0,0.5,1,1
2022,18496,3,0,0.5,1,1
2022,18497,8,0.09465737514518002,0.59465737514518,1,1
2022,18497,9,0.1106442577030812,0.6106442577030813,1,1
2022,18516,2,0,0.5,1,1
2022,18694,5,0.3333333333333334,0.6666666666666667,0.6666666666666667,0.8333333333333334
2022,18700,5,0,0.0625,0.3125,0.75
2022,18715,6,0,0.3333333333333334,0.8333333333333334,1
2022,18741,6,0.007380073800738018,0.507380073800738,1,1
2022,18741,7,0.05128205128205127,0.5512820512820513,1,1
2022,18750,8,0,0.5,1,1
2022,18756,6,0,0.5,1,1
2022,18862,4,0,0.5,1,1
2022,18862,5,0.04938271604938271,0.5493827160493827,1,1
2022,19046,4,0,0.5,1,1
2022,19048,4,0,0.5,1,1
2022,19054,4,0,0.5,1,1
2022,19055,4,0,0.5,1,1
2022,19061,4,0,0.5,1,1
2022,19075,1,0,0.5,1,1
2022,19075,2,0.03846153846153844,0.5384615384615384,1,1
2022,19095,2,0,0.5,1,1
2022,19095,3,0,0.5,1,1
2022,19103,2,0.04545454545454547,0.5454545454545454,1,1
2022,19111,1,0,0.5,1,1
2022,19111,2,0.05416666666666664,0.5541666666666667,1,1
2022,19115,3,0.006802721088435382,0.5068027210884354,1,1
2022,19131,3,0,0.5,1,1
2022,19140,2,0,0.5,1,1
2022,19140,3,0,0.5,1,1
2022,19149,2,0.01063829787234044,0.5106382978723405,1,1
2022,19157,2,0.07142857142857145,0.5714285714285714,1,1
2022,19205,4,0,0.5,1,1
2022,19359,3,0,0.5,1,1
2022,19359,4,0,0.5,1,1
2022,19373,2,0,0.5,1,1
2022,19412,2,0,0.5,1,1
2022,19428,2,0,0.5,1,1
2022,19428,3,0.04761904761904762,0.5476190476190477,1,1
2022,19430,3,0.0161290322580645,0.5161290322580645,1,1
2022,19491,3,0,0.5,1,1
2022,19491,4,0.05095541401273884,0.5509554140127388,1,1
2022,19492,4,0,0.5,1,1
2022,19522,4,0.009751773049645363,0.5097517730496454,1,1
2022,19522,5,0.002096436058700191,0.5020964360587001,1,1
2022,19540,3,0,0.5,1,1
2022,19605,4,0,0.5,1,1
2022,19620,4,0,0.5,1,1
2022,19636,3,0,0.5,1,1
2022,19666,5,0,0.5,1,1
2022,19747,4,0,0.5,1,1
2022,19772,4,0,0.5,1,1
2022,19806,3,0,0.5,1,1
2022,19808,3,0.02459016393442626,0.5245901639344263,1,1
2022,19851,4,0.05263157894736842,0.5526315789473684,1,1
2022,19892,3,0,0.5,1,1
2022,19894,3,0.02941176470588236,0.5294117647058824,1,1
2022,19894,4,0,0.5,1,1
2022,19930,3,0.3,0.8,1,1
2022,19946,2,0,0.5,1,1
2022,19946,3,0,0.5,1,1
2022,19947,2,0,0.5,1,1
2022,19947,3,0,0.5,1,1
2022,20046,5,0,0.5,1,1
2022,20121,2,0.02666666666666667,0.5266666666666666,1,1
2022,20125,3,0.06451612903225806,0.564516129032258,1,1
2022,20126,3,0,0.5,1,1
2022,20129,2,0,0.5,1,1
2022,20129,3,0.2058823529411765,0.7058823529411764,1,1
2022,20135,2,0,0.5,1,1
2022,20135,3,0.05681818181818182,0.5568181818181819,1,1
2022,20149,3,0.09999999999999998,0.6,1,1
2022,20149,4,0.01652892561983471,0.5165289256198347,1,1
2022,20150,3,0,0.5,1,1
2022,20150,4,0.03703703703703704,0.537037037037037,1,1
2022,20151,3,0,0.5,1,1
2022,20151,4,0,0.5,1,1
2022,20160,4,0.1451612903225806,0.6451612903225806,1,1
2022,20182,3,0,0.5,1,1
2022,20183,3,0,0.5,1,1
2022,20184,3,0,0.5,1,1
2022,20186,3,0,0.5,1,1
2022,20305,4,0,0.5,1,1
2022,20306,4,0,0.5,1,1
2022,20386,2,0,0.5,1,1
2022,20386,3,0,0.5,1,1
2022,20388,2,0,0.5,1,1
