Academic Year,Standard,Standard Version,Adjusted Not Achieved Percentile,Adjusted Achieved Percentile,Adjusted Merit Percentile,Adjusted Excellence Percentile
2018,91442,1,0.000000000000000000,0.250000000000000000,0.750000000000000000,1.000000000000000000
2018,91442,2,0.086858006042296100,0.340634441087613000,0.633685800604230000,0.879909365558912000
2018,91443,2,0.014285714285714300,0.242857142857143000,0.557142857142857000,0.828571428571429000
2018,91444,2,0.122641509433962000,0.377358490566038000,0.632075471698113000,0.877358490566038000
2018,91445,1,0.000000000000000000,0.375000000000000000,0.875000000000000000,1.000000000000000000
2018,91445,2,0.043243243243243200,0.239916839916840000,0.546153846153846000,0.849480249480250000
2018,91446,1,0.020000000000000000,0.140000000000000000,0.380000000000000000,0.760000000000000000
2018,91446,2,0.046703296703296700,0.241954474097331000,0.536891679748823000,0.841640502354788000
2018,91447,1,0.066666666666666700,0.283333333333333000,0.583333333333333000,0.866666666666667000
2018,91447,2,0.054068150208623100,0.267906815020862000,0.585535465924896000,0.871696801112657000
2018,91448,1,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.500000000000000000
2018,91448,2,0.070175438596491200,0.324561403508772000,0.626315789473684000,0.871929824561404000
2018,91449,2,0.062500000000000000,0.277777777777778000,0.576388888888889000,0.861111111111111000
2018,91450,1,0.000000000000000000,0.416666666666667000,0.916666666666667000,1.000000000000000000
2018,91450,2,0.054885923374946200,0.266681015927680000,0.570813603099440000,0.859018510546707000
2018,91451,1,0.000000000000000000,0.416666666666667000,0.833333333333333000,0.916666666666667000
2018,91451,2,0.052722558340535900,0.255401901469317000,0.549913569576491000,0.847234226447710000
2018,91452,1,0.055555555555555600,0.240740740740741000,0.592592592592593000,0.907407407407408000
2018,91452,2,0.067203219315895400,0.292756539235412000,0.605835010060362000,0.880281690140845000
2018,91453,1,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.500000000000000000
2018,91453,2,0.065476190476190500,0.287698412698413000,0.569444444444444000,0.847222222222222000
2018,91454,2,0.069832402234636900,0.284916201117318000,0.553072625698324000,0.837988826815643000
2018,91455,2,0.062986715529088400,0.327301878149336000,0.683692166743014000,0.919377004122767000
2018,91456,2,0.076565656565656600,0.352323232323232000,0.700606060606061000,0.924848484848485000
2018,91457,2,0.078544061302682000,0.357662835249042000,0.711685823754789000,0.932567049808429000
2018,91458,2,0.021484375000000000,0.134765625000000000,0.435546875000000000,0.822265625000000000
2018,91459,2,0.021341463414634200,0.170731707317073000,0.524390243902439000,0.875000000000000000
2018,91460,1,0.214285714285714000,0.535714285714286000,0.714285714285714000,0.892857142857143000
2018,91460,2,0.052955665024630600,0.277093596059113000,0.576354679802956000,0.852216748768473000
2018,91461,1,0.145454545454545000,0.463636363636364000,0.754545454545455000,0.936363636363636000
2018,91461,2,0.116200578592093000,0.416104146576664000,0.715846994535519000,0.915943426550948000
2018,91462,2,0.174055232558140000,0.546875000000000000,0.840843023255814000,0.968023255813953000
2018,91463,1,0.104166666666667000,0.416666666666667000,0.770833333333333000,0.958333333333333000
2018,91463,2,0.106776859504132000,0.393388429752066000,0.692396694214876000,0.905785123966942000
2018,91464,1,0.122222222222222000,0.377777777777778000,0.700000000000000000,0.944444444444444000
2018,91464,2,0.121816353887399000,0.416052278820375000,0.698223860589812000,0.903987935656837000
2018,91465,2,0.240000000000000000,0.643333333333333000,0.886666666666667000,0.983333333333333000
2018,91466,1,0.022727272727272700,0.522727272727273000,1.000000000000000000,1.000000000000000000
2018,91466,2,0.111111111111111000,0.427105449398443000,0.732484076433121000,0.916489738145789000
2018,91467,1,0.100000000000000000,0.500000000000000000,0.900000000000000000,1.000000000000000000
2018,91467,2,0.139037433155080000,0.455436720142603000,0.736185383244207000,0.919786096256685000
2018,91468,1,0.071428571428571500,0.285714285714286000,0.500000000000000000,0.785714285714286000
2018,91468,2,0.113480055020633000,0.387207702888583000,0.667125171939477000,0.893397524071527000
2018,91469,1,0.000000000000000000,0.500000000000000000,1.000000000000000000,1.000000000000000000
2018,91469,2,0.097992351816443600,0.373804971319312000,0.674474187380497000,0.898661567877629000
2018,91470,2,0.071875000000000000,0.340625000000000000,0.684375000000000000,0.915625000000000000
2018,91471,2,0.121069182389937000,0.437106918238994000,0.746331236897275000,0.930293501048218000
2018,91472,1,0.122662750856583000,0.440039158100832000,0.753842388644151000,0.936465981399902000
2018,91473,1,0.120975199663724000,0.436275746111812000,0.755023118957545000,0.939722572509458000
2018,91474,1,0.123214566002197000,0.451969863443729000,0.779155548579501000,0.950400251137969000
2018,91475,1,0.091441750296079300,0.358411768372499000,0.655488374992209000,0.888518356915789000
2018,91476,1,0.100193001594361000,0.362465385583620000,0.650037761181505000,0.887765377192246000
2018,91477,1,0.117538298996302000,0.403063919704173000,0.688325409403064000,0.902799788695193000
2018,91478,1,0.109769951718262000,0.385259869355297000,0.665897472309003000,0.890407554671968000
2018,91479,1,0.093480397510101600,0.324396636452987000,0.581358523533909000,0.850442284591023000
2018,91480,1,0.106358340936206000,0.378623061267457000,0.663555337216647000,0.891290616885396000
2018,91482,2,0.089820359281437100,0.347305389221557000,0.685628742514970000,0.928143712574850000
2018,91483,2,0.090490797546012300,0.375766871165644000,0.715490797546012000,0.930214723926380000
2018,91484,2,0.108949416342412000,0.419260700389105000,0.751945525291829000,0.941634241245136000
2018,91485,1,0.250000000000000000,0.583333333333333000,0.666666666666667000,0.833333333333333000
2018,91485,2,0.076884422110552700,0.291959798994975000,0.562311557788945000,0.847236180904523000
2018,91486,1,0.073421439060205600,0.277533039647577000,0.554331864904552000,0.850220264317181000
2018,91487,1,0.077586206896551700,0.297082228116711000,0.563660477453581000,0.844164456233422000
2018,91488,2,0.065398335315101100,0.246730083234245000,0.505350772889417000,0.824019024970274000
2018,91489,1,0.093841642228739000,0.329912023460411000,0.601173020527859000,0.865102639296188000
2018,91490,2,0.173667205169628000,0.518578352180937000,0.794830371567044000,0.949919224555735000
2018,91491,1,0.000000000000000000,0.500000000000000000,1.000000000000000000,1.000000000000000000
2018,91491,2,0.117662612374405000,0.381808566895822000,0.644632469592808000,0.880486515071391000
2018,91492,1,0.270270270270270000,0.621621621621622000,0.783783783783784000,0.932432432432433000
2018,91492,2,0.124678663239075000,0.397172236503856000,0.664095972579263000,0.891602399314482000
2018,91493,2,0.125449871465296000,0.465295629820051000,0.789717223650386000,0.949871465295630000
2018,91494,1,0.000000000000000000,0.333333333333333000,0.666666666666667000,0.833333333333333000
2018,91494,2,0.089595375722543300,0.336172801947064000,0.613020991785823000,0.866443565561302000
2018,91495,1,0.000000000000000000,0.136363636363636000,0.409090909090909000,0.772727272727273000
2018,91495,2,0.088163140141061000,0.321680466114689000,0.602882551364612000,0.869365225390984000
2018,91496,1,0.000000000000000000,0.083333333333333300,0.472222222222222000,0.888888888888889000
2018,91496,2,0.111008610086101000,0.362238622386224000,0.634993849938499000,0.883763837638376000
2018,91497,1,0.045454545454545500,0.397727272727273000,0.806818181818182000,0.954545454545455000
2018,91497,2,0.086820586820586800,0.342953342953343000,0.642857142857143000,0.886724386724387000
2018,91498,1,0.130000000000000000,0.500000000000000000,0.780000000000000000,0.910000000000000000
2018,91498,2,0.088956489675516200,0.349557522123894000,0.645833333333333000,0.885232300884956000
2018,91499,1,0.095652173913043500,0.360869565217391000,0.639130434782609000,0.873913043478261000
2018,91499,2,0.124149990285603000,0.402856032640373000,0.671653390324461000,0.892947347969691000
2018,91500,1,0.151260504201681000,0.424369747899160000,0.642857142857143000,0.869747899159664000
2018,91500,2,0.131832213546396000,0.420918830579263000,0.686035954240058000,0.896949337207191000
2018,91501,1,0.051401869158878500,0.271028037383178000,0.551401869158879000,0.831775700934579000
2018,91501,2,0.038143872113676800,0.242007104795737000,0.561456483126110000,0.857593250444050000
2018,91502,1,0.206250000000000000,0.525000000000000000,0.725000000000000000,0.906250000000000000
2018,91502,2,0.121304018195603000,0.401914329037149000,0.668214556482184000,0.887604245640637000
2018,91503,1,0.187500000000000000,0.375000000000000000,0.468750000000000000,0.781250000000000000
2018,91503,2,0.131457208943716000,0.415574402467232000,0.667309175019275000,0.883191981495760000
2018,91504,1,0.105263157894737000,0.381578947368421000,0.657894736842105000,0.881578947368421000
2018,91504,2,0.118944416114227000,0.410632330443651000,0.695690973992861000,0.904003059663437000
2018,91505,1,0.127450980392157000,0.392156862745098000,0.637254901960784000,0.872549019607843000
2018,91505,2,0.135283993115318000,0.441652323580034000,0.725645438898451000,0.919277108433735000
2018,91506,1,0.014285714285714300,0.157142857142857000,0.485714285714286000,0.842857142857143000
2018,91507,1,0.041666666666666700,0.236111111111111000,0.527777777777778000,0.833333333333333000
2018,91508,1,0.018518518518518500,0.055555555555555600,0.129629629629630000,0.592592592592593000
2018,91509,1,0.033333333333333300,0.066666666666666700,0.166666666666667000,0.633333333333333000
2018,91510,1,0.000000000000000000,0.136363636363636000,0.318181818181818000,0.681818181818182000
2018,91511,1,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.500000000000000000
2018,91512,1,0.120000000000000000,0.480000000000000000,0.820000000000000000,0.960000000000000000
2018,91512,2,0.052892234548336000,0.230982567353407000,0.508518225039620000,0.830427892234548000
2018,91513,1,0.000000000000000000,0.500000000000000000,1.000000000000000000,1.000000000000000000
2018,91513,2,0.057079467527228700,0.251916095199677000,0.530859217426382000,0.836022589753933000
2018,91514,4,0.119014084507042000,0.442253521126761000,0.774647887323944000,0.951408450704225000
2018,91515,1,0.000000000000000000,0.000000000000000000,0.500000000000000000,1.000000000000000000
2018,91515,2,0.057201929703652700,0.239145416953825000,0.500689179875948000,0.818745692625775000
2018,91516,1,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.500000000000000000
2018,91516,2,0.083591331269349900,0.283281733746130000,0.532507739938080000,0.832817337461300000
2018,91517,2,0.030638852672751000,0.150586701434159000,0.386136462407649000,0.766188613646241000
2018,91518,2,0.082733812949640300,0.399280575539568000,0.764028776978417000,0.947482014388489000
2018,91519,2,0.071005917159763300,0.319526627218935000,0.600591715976331000,0.852071005917160000
2018,91520,2,0.013157894736842100,0.110526315789474000,0.355263157894737000,0.757894736842105000
2018,91521,1,0.043478260869565200,0.228260869565217000,0.543478260869565000,0.858695652173913000
2018,91521,2,0.068302102703475900,0.282434558718352000,0.559862680589329000,0.845730224574453000
2018,91522,1,0.000000000000000000,0.045454545454545500,0.159090909090909000,0.613636363636364000
2018,91522,2,0.066151202749140900,0.287227949599084000,0.567296678121420000,0.846219931271478000
2018,91523,2,0.139753183668111000,0.476434291715899000,0.797951949586451000,0.961270841538664000
2018,91524,2,0.114200279933834000,0.423399923654409000,0.740806718412012000,0.931607074691437000
2018,91525,1,0.029850746268656700,0.179104477611940000,0.470149253731343000,0.820895522388060000
2018,91525,2,0.078848398391907700,0.301387628063805000,0.549474776293607000,0.826935546621709000
2018,91526,2,0.137682388870037000,0.456226671191042000,0.752629793009841000,0.934085510688836000
2018,91527,2,0.063874788494077900,0.296108291032149000,0.598138747884941000,0.865905245346870000
2018,91528,1,0.000000000000000000,0.464285714285714000,0.964285714285714000,1.000000000000000000
2018,91528,2,0.103610675039246000,0.386185243328100000,0.669544740973312000,0.886970172684458000
2018,91529,1,0.000000000000000000,0.333333333333333000,0.833333333333333000,1.000000000000000000
2018,91529,2,0.105311355311355000,0.372710622710623000,0.629120879120879000,0.861721611721612000
2018,91530,3,0.110810810810811000,0.418918918918919000,0.754054054054054000,0.945945945945946000
2018,91531,2,0.111111111111111000,0.416666666666667000,0.738304093567252000,0.932748538011696000
2018,91532,2,0.153354632587859000,0.482428115015974000,0.773162939297125000,0.944089456869010000
2018,91533,2,0.038127413127413100,0.207528957528958000,0.529440154440154000,0.860038610038610000
2018,91534,1,0.014170040485830000,0.043184885290148500,0.128879892037787000,0.599865047233468000
2018,91535,1,0.003561253561253590,0.016381766381766400,0.074786324786324800,0.561965811965812000
2018,91536,1,0.037790697674418600,0.211724806201550000,0.538759689922481000,0.864825581395349000
2018,91537,1,0.008918617614269760,0.026198439241917500,0.076923076923076900,0.559643255295429000
2018,91538,2,0.017857142857142900,0.151785714285714000,0.357142857142857000,0.723214285714286000
2018,91539,1,0.031250000000000000,0.125000000000000000,0.250000000000000000,0.656250000000000000
2018,91540,1,0.075471698113207500,0.188679245283019000,0.264150943396226000,0.650943396226415000
2018,91541,1,0.026785714285714300,0.196428571428571000,0.410714285714286000,0.741071428571429000
2018,91542,1,0.025862068965517200,0.077586206896551700,0.172413793103448000,0.620689655172414000
2018,91543,2,0.111003861003861000,0.419884169884170000,0.723938223938224000,0.915057915057915000
2018,91544,1,0.020935960591133000,0.124384236453202000,0.322660098522168000,0.719211822660099000
2018,91545,1,0.024498886414253900,0.129175946547884000,0.342984409799555000,0.738307349665924000
2018,91546,1,0.065257352941176500,0.312500000000000000,0.659007352941176000,0.911764705882353000
2018,91547,1,0.013961605584642200,0.103839441535777000,0.294066317626527000,0.704188481675393000
2018,91548,2,0.065476190476190500,0.307539682539683000,0.644841269841270000,0.902777777777778000
2018,91549,1,0.012500000000000000,0.065000000000000000,0.197500000000000000,0.645000000000000000
2018,91550,1,0.036842105263157900,0.118421052631579000,0.255263157894737000,0.673684210526316000
2018,91551,1,0.049019607843137300,0.276470588235294000,0.609803921568628000,0.882352941176471000
2018,91552,1,0.016949152542372900,0.076271186440678000,0.254237288135593000,0.694915254237288000
2018,91553,2,0.112989323843416000,0.382562277580071000,0.658362989323843000,0.888790035587189000
2018,91554,1,0.043564356435643600,0.161386138613861000,0.338613861386139000,0.720792079207921000
2018,91555,1,0.051569506726457400,0.205156950672646000,0.389013452914798000,0.735426008968610000
2018,91556,1,0.116724738675958000,0.364111498257840000,0.632404181184669000,0.885017421602788000
2018,91557,1,0.033751962323390900,0.145211930926217000,0.330455259026688000,0.718995290423862000
2018,91558,2,0.000000000000000000,0.020000000000000000,0.270000000000000000,0.750000000000000000
2018,91559,1,0.000000000000000000,0.034482758620689700,0.120689655172414000,0.586206896551724000
2018,91560,1,0.000000000000000000,0.031250000000000000,0.140625000000000000,0.609375000000000000
2018,91561,1,0.000000000000000000,0.020000000000000000,0.270000000000000000,0.750000000000000000
2018,91562,1,0.000000000000000000,0.017241379310344800,0.068965517241379300,0.551724137931035000
2018,91563,2,0.027472527472527500,0.347985347985348000,0.749084249084249000,0.928571428571429000
2018,91564,1,0.072607260726072600,0.257425742574257000,0.516501650165017000,0.831683168316832000
2018,91565,1,0.049535603715170300,0.235294117647059000,0.517027863777090000,0.831269349845201000
2018,91566,1,0.059440559440559400,0.403846153846154000,0.800699300699301000,0.956293706293707000
2018,91567,1,0.065749235474006100,0.258409785932722000,0.529051987767584000,0.836391437308869000
2018,91568,2,0.102870813397129000,0.405502392344498000,0.728468899521531000,0.925837320574163000
2018,91569,1,0.040000000000000000,0.144615384615385000,0.344615384615385000,0.740000000000000000
2018,91570,1,0.023880597014925400,0.131343283582090000,0.338805970149254000,0.731343283582090000
2018,91571,1,0.103686635944700000,0.433179723502304000,0.782258064516129000,0.952764976958525000
2018,91572,1,0.023127753303964800,0.117841409691630000,0.333700440528634000,0.738986784140969000
2018,91573,1,0.021739130434782600,0.369565217391304000,0.793478260869565000,0.945652173913044000
2018,91573,2,0.052644466209598500,0.252326150832517000,0.507468168462292000,0.807786483839373000
2018,91574,1,0.031250000000000000,0.265625000000000000,0.640625000000000000,0.906250000000000000
2018,91574,2,0.048689285995434200,0.197787924112414000,0.507557269936236000,0.858458631819255000
2018,91575,1,0.065217391304347800,0.217391304347826000,0.434782608695652000,0.782608695652174000
2018,91575,2,0.048638322884012500,0.218260188087774000,0.465370297805643000,0.795748432601881000
2018,91576,1,0.025000000000000000,0.200000000000000000,0.500000000000000000,0.825000000000000000
2018,91576,2,0.054751415984896100,0.371853366897420000,0.739930774071743000,0.922828823159220000
2018,91577,2,0.094329742669060500,0.364228007181329000,0.681552962298025000,0.911654697785757000
2018,91578,2,0.106385366401077000,0.370048254965773000,0.697845359667826000,0.934182471103131000
2018,91579,2,0.113531225905937000,0.375417630429196000,0.695001285016705000,0.933114880493447000
2018,91580,1,0.044642857142857200,0.482142857142857000,0.919642857142857000,0.982142857142857000
2018,91580,2,0.084278366486955500,0.367168618702361000,0.687178533804301000,0.904288281588895000
2018,91581,1,0.088235294117647100,0.477941176470588000,0.860294117647059000,0.970588235294118000
2018,91581,2,0.062357110196616400,0.342363968907179000,0.687071330589849000,0.907064471879287000
2018,91582,1,0.046391752577319600,0.221649484536082000,0.484536082474227000,0.809278350515464000
2018,91582,2,0.083705013841894800,0.345393725007690000,0.652991387265457000,0.891302676099662000
2018,91583,1,0.089430894308943100,0.341463414634146000,0.621951219512195000,0.869918699186992000
2018,91583,2,0.088613702155033800,0.360324863300097000,0.660421357349630000,0.888710196204567000
2018,91584,2,0.116126638634677000,0.446326984912194000,0.796438288399703000,0.966237942122187000
2018,91585,2,0.115563628107617000,0.419968214326257000,0.757861278238166000,0.953456692019526000
2018,91586,2,0.151952461799660000,0.475028296547821000,0.771363893604980000,0.948288058856820000
2018,91587,1,0.061224489795918400,0.387755102040816000,0.724489795918367000,0.897959183673469000
2018,91587,2,0.028919678452388700,0.254754591203189000,0.585059800013071000,0.859224887262270000
2018,91588,1,0.000000000000000000,0.000000000000000000,0.500000000000000000,1.000000000000000000
2018,91588,2,0.075102880658436200,0.255144032921811000,0.500000000000000000,0.819958847736626000
2018,91589,1,0.000000000000000000,0.500000000000000000,1.000000000000000000,1.000000000000000000
2018,91589,2,0.054615384615384600,0.202307692307692000,0.457692307692308000,0.810000000000000000
2018,91590,2,0.025768535262206100,0.154159132007233000,0.391952983725136000,0.763562386980109000
2018,91591,1,0.014285714285714300,0.128571428571429000,0.342857142857143000,0.728571428571429000
2018,91591,2,0.008342208022719180,0.100461483848065000,0.306176783812567000,0.714057507987221000
2018,91592,1,0.000000000000000000,0.000000000000000000,0.100000000000000000,0.600000000000000000
2018,91592,2,0.012322858903265600,0.091189155884165200,0.272027110289587000,0.693160813308688000
2018,91593,2,0.162234042553192000,0.422872340425532000,0.635638297872340000,0.875000000000000000
2018,91594,2,0.126719056974460000,0.460707269155206000,0.777013752455796000,0.943025540275049000
2018,91595,2,0.085937500000000000,0.421875000000000000,0.781250000000000000,0.945312500000000000
2018,91596,2,0.128056628056628000,0.429858429858430000,0.706563706563707000,0.904761904761905000
2018,91597,2,0.102649006622517000,0.360927152317881000,0.614514348785872000,0.856236203090508000
2018,91598,2,0.167763157894737000,0.546052631578947000,0.825657894736842000,0.947368421052632000
2018,91599,2,0.091102985984156000,0.351614868982328000,0.620048750761731000,0.859536867763559000
2018,91600,1,0.000000000000000000,0.333333333333333000,0.833333333333333000,1.000000000000000000
2018,91600,2,0.094512195121951200,0.340193089430894000,0.601117886178862000,0.855436991869919000
2018,91601,1,0.094594594594594600,0.391891891891892000,0.675675675675676000,0.878378378378378000
2018,91601,2,0.069846543268470200,0.315219110900174000,0.599509571270369000,0.854137003638665000
