Academic Year,Statistic Value,Frequency Count
2024,.190174746559086,1
2024,.190236046310745,1
2024,.190279152868109,1
2024,.190289841000196,1
2024,.190411831471967,1
2024,.190424762256124,1
2024,.190468640790805,1
2024,.190539510972498,1
2024,.190545122558805,1
2024,.190561301215035,1
2024,.190577232265852,1
2024,.190599940692441,1
2024,.190644236408028,1
2024,.190769002091602,1
2024,.190771718310965,1
2024,.190851577553964,1
2024,.19088301500666,1
2024,.190899194675373,1
2024,.190969805348554,1
2024,.19108859665874,1
2024,.191153284889879,1
2024,.191256674389285,1
2024,.191326199132575,1
2024,.191382411573454,1
2024,.191406422447635,1
2024,.191483421768888,1
2024,.191619750848422,1
2024,.191637488582946,1
2024,.191739192061644,1
2024,.191775891807873,1
2024,.191777608770881,1
2024,.191788448283067,1
2024,.191856464957244,1
2024,.191868122768747,1
2024,.191976327642511,1
2024,.192033153229999,1
2024,.192078475596056,1
2024,.192102458326453,1
2024,.192102917269203,1
2024,.192170472883994,1
2024,.19230258776419,1
2024,.192347607011728,1
2024,.19242866278567,1
2024,.192447196596941,1
2024,.192539347490039,1
2024,.192572307911141,1
2024,.192578372969448,1
2024,.19264879304538,1
2024,.192699135101328,1
2024,.192730428305957,1
2024,.192739148151203,1
2024,.192741985265546,1
2024,.19282144438256,1
2024,.192839020564872,1
2024,.192871877592807,1
2024,.192943787924298,1
2024,.192953782841016,1
2024,.192964062846876,1
2024,.192966758520445,1
2024,.19317508756294,1
2024,.193217569495498,1
2024,.19341842300932,1
2024,.193503755781549,1
2024,.193666055582195,1
2024,.193682238681852,1
2024,.193750282247848,1
2024,.193759064668117,1
2024,.193900078569242,1
2024,.194011144343948,1
2024,.194056676177169,1
2024,.19415963159223,1
2024,.194167739465256,1
2024,.194279522917234,1
2024,.194403381406537,1
2024,.19446568979075,1
2024,.194533360522269,1
2024,.19461582013965,1
2024,.194690598892686,1
2024,.194937299398027,1
2024,.194938295487747,1
2024,.195007400233609,1
2024,.195078220960757,1
2024,.195114744298849,1
2024,.1951658725531,1
2024,.195271107722372,1
2024,.195284725053521,1
2024,.195364421011408,1
2024,.195406981212994,1
2024,.195492644653203,1
2024,.195511476232913,1
2024,.195622810727275,1
2024,.195716981613265,1
2024,.195768748371394,1
2024,.195815862722772,1
2024,.195856806443286,1
2024,.195872185625086,1
2024,.195915911095848,1
2024,.195970056419172,1
2024,.196097574772672,1
2024,.1961428267606,1
2024,.19627683351217,1
2024,.196362248159074,1
2024,.196364012529091,1
2024,.19644327493637,1
2024,.196533504611796,1
2024,.196535021932761,1
2024,.196613501465013,1
2024,.196792720913274,1
2024,.196834119219806,1
2024,.196839521626501,1
2024,.196990886391517,1
2024,.197058469109236,1
2024,.197059748761311,1
2024,.197102923857227,1
2024,.197559950508259,1
2024,.197626787032931,1
2024,.197646113231672,1
2024,.19773897908155,1
2024,.19775212268561,1
2024,.197758231954629,1
2024,.197762548706372,1
2024,.197817591343181,1
2024,.197894499874235,1
2024,.197947594073375,1
2024,.197976606299786,1
2024,.197982299994155,1
2024,.198093970442336,1
2024,.198124267847852,1
2024,.198147391835418,1
2024,.1981751663256,1
2024,.198220439428003,1
2024,.19824162047362,1
2024,.198241976384378,1
2024,.19829914218518,1
2024,.198307542224146,1
2024,.198322903393383,1
2024,.19834590689549,1
2024,.198377272082468,1
2024,.198381999555177,1
2024,.198397764573927,1
2024,.198431576914982,1
2024,.198494776766063,1
2024,.198567217357954,1
2024,.198718239018342,1
2024,.198808654095819,1
2024,.19885703643387,1
2024,.198875602926017,1
2024,.198973693334599,1
2024,.198981071596348,1
2024,.19899960246624,1
2024,.199023718352428,1
2024,.199088112480791,1
2024,.199093620347416,1
2024,.199106136387102,1
2024,.199197982379224,1
2024,.199301874405048,1
2024,.199303576678709,1
2024,.199359323015483,1
2024,.199372594261559,1
2024,.199451878060788,1
2024,.199465701347379,1
2024,.199526257696249,1
2024,.199621225597618,1
2024,.199622961113706,1
2024,.199862960419167,1
2024,.199871245112615,1
2024,.199875438613213,1
2024,.199895429320741,1
2024,.199907564900532,1
2024,.199952315451907,1
2024,.199975931225911,1
2024,.200071934017109,1
2024,.200240280424077,1
2024,.200380517898001,1
2024,.200481419404979,1
2024,.200517838038487,1
2024,.200529610879534,1
2024,.200697094129971,1
2024,.200733282232462,1
2024,.200842588387261,1
2024,.200927333192745,1
2024,.200977301807254,1
2024,.201079817601358,1
2024,.201130515485589,1
2024,.201300397468548,1
2024,.201323808757704,1
2024,.201334486456026,1
2024,.201358165584735,1
2024,.201486786185854,1
2024,.201568693224225,1
2024,.201880074801945,1
2024,.201898578692777,1
2024,.201971250262965,1
2024,.202029032670708,1
2024,.202036160741231,1
2024,.202038693143679,1
2024,.202039877639661,1
2024,.202052823202168,1
2024,.202117667650634,1
2024,.202186798313805,1
2024,.20220868098655,1
2024,.202250389650189,1
2024,.202294817684446,1
2024,.202301783885917,1
2024,.202366951354356,1
2024,.202455702690801,1
2024,.202490284357412,1
2024,.202540799429461,1
2024,.20274795535064,1
2024,.202779342945989,1
2024,.202915832414415,1
2024,.202958767399132,1
2024,.202971352047034,1
2024,.203087467889254,1
2024,.203102894289085,1
2024,.203107475586681,1
2024,.203168241498923,1
2024,.203191162802071,1
2024,.203224801446163,1
2024,.203239196905779,1
2024,.203324648218447,1
2024,.203432445430052,1
2024,.203466412564334,1
2024,.20350463615334,1
2024,.203548131131039,1
2024,.203665311504301,1
2024,.203849103949452,1
2024,.203867743315905,1
2024,.203871281157959,1
2024,.203939275394812,1
2024,.203948356152415,1
2024,.204024693945966,1
2024,.204041884534546,1
2024,.20407309306613,1
2024,.204130085927093,1
2024,.204138703592733,1
2024,.204163400959381,1
2024,.204177642030797,1
2024,.204289384557118,1
2024,.204439450483597,1
2024,.204514919701283,1
2024,.204588114831098,1
2024,.204593250768781,1
2024,.204637703969781,1
2024,.20469384015688,1
2024,.204715523567227,1
2024,.204798847419765,1
2024,.204920721175626,1
2024,.204969695816306,1
2024,.204970909844806,1
2024,.205258393448274,1
2024,.205282384589399,1
2024,.205282586998253,1
2024,.205289501296919,1
2024,.205343448682571,1
2024,.205379312093234,1
2024,.205382260106964,1
2024,.205589333890774,1
2024,.205638922651617,1
2024,.205867287823907,1
2024,.205875953035084,1
2024,.206035202060987,1
2024,.206155435666464,1
2024,.206163968641482,1
2024,.206172972012153,1
2024,.206201595111386,1
2024,.206256907873794,1
2024,.206265664339397,1
2024,.206319152667231,1
2024,.206361556453126,1
2024,.206471630645258,1
2024,.206494823894771,1
2024,.206640689894765,1
2024,.206663013772928,1
2024,.206695875867932,1
2024,.20678949643959,1
2024,.20683956083392,1
2024,.206923187755895,1
2024,.206955761957117,1
2024,.206995624981799,1
2024,.207076560970279,1
2024,.207077971848955,1
2024,.207135901577833,1
2024,.207228394640256,1
2024,.207453154716973,1
2024,.207503282963417,1
2024,.207536275040955,1
2024,.207562130064444,1
2024,.207707060200281,1
2024,.207707353539276,1
2024,.207773123942866,1
2024,.207841728258962,1
2024,.207891514416487,1
2024,.208010064301585,1
2024,.208025613310506,1
2024,.20815084881679,1
2024,.208154391918563,1
2024,.208164186887806,1
2024,.2081730769269,1
2024,.208176147598017,1
2024,.208200130113707,1
2024,.208220955117171,1
2024,.208229806031696,1
2024,.208342578462597,1
2024,.208403840396597,1
2024,.208435596906182,1
2024,.20844866361087,1
2024,.20849340284703,1
2024,.20853782122527,1
2024,.208577819215866,1
2024,.208578152680564,1
2024,.208705735903253,1
2024,.208770482964391,1
2024,.208904114197969,1
2024,.208930824575674,1
2024,.20899262464258,1
2024,.208994289695971,1
2024,.209149160509368,1
2024,.20915297507225,1
2024,.209264554612729,1
2024,.209304073502757,1
2024,.209337985747801,1
2024,.209341976189915,1
2024,.209452370494846,1
2024,.209503917989764,13
2024,.209573162073583,1
2024,.209667755115343,1
2024,.20969643294413,1
2024,.209850936203916,1
2024,.209881535218444,1
2024,.20989829280649,1
2024,.209927836179335,1
2024,.210157526319752,1
2024,.210191048783749,1
2024,.210236226791762,1
2024,.210289504421757,1
2024,.210336545684017,1
2024,.21036121579976,1
2024,.21036505447823,1
2024,.210492573502566,1
2024,.210645006677585,1
2024,.210653789631814,1
2024,.210693610537039,1
2024,.210784855889712,1
2024,.210810248090246,1
2024,.210841172578502,1
2024,.210942682690824,1
2024,.210978162226676,1
2024,.21098915853101,1
2024,.211034111256888,1
2024,.211139512837504,1
2024,.211149380276061,1
2024,.211205640382405,1
2024,.211223485311909,1
2024,.211242326892505,1
2024,.211313819280152,1
2024,.211323836614339,1
2024,.21133895542764,1
2024,.211359001655131,1
2024,.21140896914973,1
2024,.211473446521869,1
2024,.211587232147312,1
2024,.21159396546634,1
2024,.211634431301535,1
2024,.211674044439396,1
2024,.211794131978035,1
2024,.211823968403707,1
2024,.211868841668816,1
2024,.211888452076633,1
2024,.211890096947138,1
2024,.211907176536416,1
2024,.211989805875132,1
2024,.21199548492162,1
2024,.212038332657236,1
2024,.212042643318293,1
2024,.212104246642511,1
2024,.21210941301117,1
2024,.212133611556625,1
2024,.212174861868801,1
2024,.212208690357478,1
2024,.212223019755682,1
2024,.2122390263638,1
2024,.212295825424273,1
2024,.212361300565574,1
2024,.212389933398505,1
2024,.212398998307343,1
2024,.212406443937134,1
2024,.212491970208413,1
2024,.212537905598444,1
2024,.212542282940334,1
2024,.212595800361009,1
2024,.212615748235571,1
2024,.212640471145298,1
2024,.212660880417714,1
2024,.212676393863743,1
2024,.212714796319653,1
2024,.212754201492621,1
2024,.21276310171677,1
2024,.212885596784,1
2024,.212918512639899,1
2024,.212985480879789,1
2024,.21299970029685,1
2024,.213063519899626,1
2024,.213090479549356,1
2024,.213244550644191,1
2024,.213251482550953,1
2024,.2132667089669,1
2024,.213302655067621,1
2024,.213337957995119,1
2024,.213524378441868,1
2024,.213581546899338,1
2024,.213689388356014,1
2024,.213697409103452,1
2024,.213728565100527,1
2024,.213732619172351,1
2024,.213772333497506,1
2024,.21381038537565,1
2024,.213813992613423,1
2024,.213931913313743,1
2024,.213946350656892,1
2024,.214055601816325,1
2024,.214061102066531,1
2024,.214110296953201,1
2024,.214134888250894,1
2024,.21415482834219,1
2024,.214196731240372,1
2024,.214236384185367,1
2024,.214270363158772,1
2024,.214381771597086,1
2024,.214396319854007,1
2024,.21441521934991,1
2024,.214437046438279,1
2024,.214490736078464,1
2024,.21462370039046,1
2024,.214780257124984,1
2024,.214800728689845,1
2024,.214820429663609,1
2024,.214827506649108,1
2024,.215041466626522,1
2024,.215100709333751,1
2024,.215147221004275,1
2024,.215200562981636,1
2024,.215302775893499,1
2024,.215443539150314,1
2024,.215446084700434,1
2024,.215456231391267,1
2024,.215464170437283,1
2024,.215512026786914,1
2024,.215546935569256,1
2024,.215566413052002,1
2024,.215672312287495,1
2024,.215761441797829,1
2024,.215802743773914,1
2024,.215881005129063,1
2024,.215901143709711,1
2024,.216006404840615,1
2024,.216012867651177,1
2024,.21608348489594,1
2024,.216170874799735,1
2024,.216188192260822,1
2024,.216259473085469,1
2024,.216264867418857,1
2024,.216314045440072,1
2024,.216327616500548,1
2024,.216340159066913,1
2024,.216369872275244,1
2024,.216374790711165,1
2024,.216383762883578,1
2024,.216415305811142,1
2024,.216429797619915,1
2024,.216479497476099,1
2024,.216618907552357,1
2024,.216629004553489,1
2024,.21672841787721,1
2024,.216854627189034,1
2024,.216902544802565,1
2024,.216907920774882,1
2024,.216958875124915,1
2024,.216964479559711,1
2024,.216996905482763,1
2024,.216999669333642,1
2024,.21708533594169,1
2024,.217260385828697,1
2024,.217263518926999,1
2024,.217298132263924,1
2024,.21732231635613,1
2024,.217326755281272,1
2024,.217365701703262,1
2024,.217375279258303,1
2024,.217518857075992,1
2024,.217619654776057,1
2024,.217625100499321,1
2024,.217643533697339,1
2024,.217762024698809,1
2024,.217920682345025,1
2024,.217924627364952,1
2024,.217961221964664,1
2024,.218018345857518,1
2024,.218050980753873,1
2024,.218071447603927,1
2024,.218179956362066,1
2024,.218245558599273,1
2024,.218254851605911,1
2024,.218274783985165,1
2024,.2182839959952,1
2024,.218288554597518,1
2024,.218324804010033,1
2024,.21834310347824,1
2024,.218371205047127,1
2024,.218396097861501,1
2024,.218472876602965,1
2024,.218490487542415,1
2024,.218538760012032,1
2024,.218540225808908,1
2024,.218580451915612,1
2024,.218637275112474,1
2024,.218655946202015,1
2024,.21882821538349,1
2024,.218870907016078,1
2024,.218945106586162,1
2024,.219027933827067,1
2024,.219055030363551,1
2024,.219081138723677,1
2024,.219090310014264,1
2024,.219103128499037,1
2024,.219133801238587,1
2024,.219157320326547,1
2024,.219177738844341,1
2024,.219187854836731,1
2024,.219196673181255,1
2024,.219252435958212,1
2024,.21935700063263,1
2024,.219471120943052,1
2024,.219514760771636,1
2024,.219597600393958,1
2024,.219640194349974,1
2024,.219704427700562,1
2024,.219817589324398,1
2024,.219823507768853,1
2024,.219869208465602,1
2024,.220099185009771,1
2024,.22011418866302,1
2024,.220128876157189,1
2024,.220156380497973,1
2024,.220236265176373,1
2024,.22026121330051,1
2024,.220319485802212,1
2024,.220386746585033,1
2024,.220434163255106,1
2024,.220493476177446,1
2024,.220505728491834,1
2024,.220542473498221,1
2024,.220546712366384,1
2024,.220547831939803,1
2024,.220555499343098,1
2024,.22063049482102,1
2024,.220745535065846,1
2024,.220769885141438,1
2024,.220805774306222,1
2024,.220899903047592,1
2024,.220953966653311,1
2024,.221033219630962,1
2024,.221040233518205,1
2024,.221089529784682,1
2024,.221094211523784,1
2024,.221151472428639,1
2024,.221155309170051,1
2024,.221161717297392,1
2024,.221179462695914,1
2024,.221189799163907,1
2024,.221205190678655,1
2024,.221262669671837,1
2024,.221279708469299,1
2024,.221292361690198,1
2024,.221320495965242,1
2024,.221328805425766,1
2024,.221357166402966,1
2024,.22142548019939,1
2024,.221446252077066,1
2024,.221481630415272,1
2024,.221496078107525,1
2024,.221506774415598,1
2024,.221510886023111,1
2024,.221592486104596,1
2024,.221606654192478,1
2024,.221628856551578,1
2024,.221638102799314,1
2024,.221687120669813,1
2024,.22168869055594,1
2024,.221728204234782,1
2024,.221731780255559,1
2024,.221735514838305,1
2024,.221757212865859,1
2024,.221784520920357,1
2024,.22179793986808,1
2024,.221862392822292,1
2024,.221881982885812,1
2024,.221909007504549,1
2024,.221944964240717,1
2024,.221961779934497,1
2024,.221992823633262,1
2024,.222001042282529,1
2024,.222006866363924,1
2024,.222209385665299,1
2024,.222298003940881,1
2024,.222383727328244,1
2024,.22241984084017,1
2024,.222472590839408,1
2024,.222529219940134,1
2024,.222649219170586,1
2024,.222710534102499,1
2024,.222762090824116,1
2024,.222785263098708,1
2024,.222791760503544,1
2024,.222810428639156,1
2024,.222946526238044,1
2024,.222989772617647,1
2024,.223035475314671,1
2024,.223108034649826,1
2024,.223160636638004,1
2024,.223216309208003,1
2024,.223222985592026,1
2024,.223426083634339,1
2024,.223468364827898,1
2024,.223472974610995,1
2024,.223555751285379,1
2024,.223606741511075,1
2024,.223612656350308,1
2024,.223622985751387,1
2024,.223650522796859,1
2024,.223684660756369,1
2024,.223694033949585,1
2024,.223743346692392,1
2024,.223757277688268,1
2024,.223797687358521,1
2024,.223818525078345,1
2024,.223848469381039,1
2024,.223858202797453,1
2024,.223859665887989,1
2024,.223875173837255,1
2024,.22388917951937,1
2024,.223934289173382,1
2024,.223979682985894,1
2024,.223981226134214,1
2024,.22401601358179,1
2024,.224032541723126,1
2024,.224063975882431,1
2024,.224099217216724,1
2024,.224180481992101,1
2024,.224239087189974,1
2024,.224247562611409,1
2024,.2242603637409,1
2024,.224308733551304,1
2024,.224349669427439,1
2024,.224375746002596,1
2024,.224442508312734,1
2024,.224607865343304,1
2024,.22460895851906,1
2024,.224677516119847,1
2024,.224691767639655,1
2024,.2246994279931,1
2024,.224727342155483,1
2024,.224787814633908,1
2024,.224794052595258,1
2024,.224799935625667,1
2024,.224845076098623,1
2024,.224860525918259,1
2024,.224937647197361,1
2024,.224989237417425,1
2024,.225085406943167,1
2024,.225093297327961,1
2024,.225181753772396,1
2024,.225211698732104,1
2024,.225257788535752,1
2024,.225337644257933,1
2024,.225346606471508,1
2024,.225477517892261,1
2024,.225506437916826,1
2024,.225520723518618,1
2024,.225549833057516,1
2024,.225551376895474,1
2024,.225584023446415,1
2024,.225621871754324,1
2024,.225625072067494,1
2024,.225681136896609,1
2024,.225688977825173,1
2024,.22572222550906,1
2024,.225790127733553,1
2024,.225862857939698,1
2024,.225909856231281,1
2024,.225929772732235,1
2024,.225930145550432,1
2024,.225935625864614,1
2024,.225998433653226,1
2024,.226008478133069,1
2024,.226014240735039,1
2024,.226085483576204,1
2024,.226137938234872,1
2024,.226174809439749,1
2024,.226175335036819,1
2024,.226215887390009,1
2024,.22625949779668,1
2024,.2262643735899,1
2024,.226274738980487,1
2024,.226276943984348,1
2024,.226304316423383,1
2024,.226320416922681,1
2024,.226322468309563,1
2024,.226372762213069,1
2024,.226419238767871,1
2024,.226498785546826,1
2024,.226498991180307,1
2024,.22663206232458,1
2024,.226694878833259,1
2024,.226799429858929,1
2024,.226844498952258,1
2024,.226863976252176,1
2024,.226898372316957,1
2024,.226903434543426,1
2024,.226949537460836,1
2024,.226957074770668,1
2024,.2270462649881,1
2024,.227127067095394,1
2024,.227164478043583,1
2024,.227195568032099,1
2024,.227216306732812,1
2024,.227261636159884,1
2024,.227306881786896,1
2024,.227327955992664,1
2024,.22736020165685,1
2024,.227376109876513,1
2024,.227432363751746,1
2024,.227491851303231,1
2024,.227555146462664,1
2024,.227671427243876,1
2024,.227674198211326,1
2024,.227770196014222,1
2024,.227786054335926,1
2024,.227786148218991,1
2024,.227862987112271,1
2024,.227918996179669,1
2024,.227928666902004,1
2024,.227993041517041,1
2024,.228004920167203,1
2024,.228081856101644,1
2024,.228106125609478,1
2024,.228172131391016,1
2024,.22833980776931,1
2024,.228358701537235,1
2024,.22839554365355,1
2024,.228462661577054,1
2024,.228538633354532,1
2024,.228561671306221,1
2024,.22857322659745,1
2024,.22859741760367,1
2024,.228618677336047,1
2024,.228656113974118,1
2024,.228663458790719,1
2024,.228715209756605,1
2024,.228776413270133,1
2024,.228822545965322,1
2024,.228841586266802,1
2024,.228894772236566,1
2024,.22891652917554,1
2024,.228929154817781,1
2024,.229011026975622,1
2024,.229073579106485,1
2024,.229075344756336,1
2024,.22907561927073,1
2024,.229076591133417,1
2024,.229184326618815,1
2024,.229243970596636,1
2024,.22930411529226,1
2024,.229306468825792,1
2024,.229329468041836,1
2024,.229392025338726,1
2024,.229458380675137,1
2024,.229495277307492,1
2024,.229495794364216,1
2024,.229502730624248,1
2024,.229521509501127,1
2024,.229532599159787,1
2024,.229539053168405,1
2024,.229556426458315,1
2024,.229581437102262,1
2024,.229647203723403,1
2024,.22965409532949,1
2024,.229657504101102,1
2024,.229694894757079,1
2024,.229794474255502,1
2024,.229805568269595,1
2024,.229872357604977,1
2024,.229903603297277,1
2024,.229925460885901,1
2024,.230002441917203,1
2024,.230045690214438,1
2024,.230088519690129,1
2024,.230114258809178,1
2024,.230125283386294,1
2024,.230138872795024,1
2024,.230268334668241,1
2024,.230339988122812,1
2024,.230365556883518,1
2024,.230389434121114,1
2024,.230419375169045,1
2024,.230449498157359,1
2024,.230501344896172,1
2024,.230617319200314,1
2024,.230653466394099,1
2024,.230679450144869,1
2024,.230703683561953,1
2024,.230749181801094,1
2024,.230779732531968,1
2024,.230803791431272,1
2024,.230828094603399,1
2024,.230828384220899,1
2024,.230882551588304,1
2024,.231011114182798,1
2024,.23104562375747,1
2024,.231080904615684,1
2024,.231081968507247,1
2024,.231084787490887,1
2024,.231102942637739,1
2024,.231109144082931,1
2024,.23112533912491,1
2024,.231207643448539,1
2024,.231230189249481,1
2024,.231232291604157,2
2024,.23123292491564,1
2024,.231240143407838,1
2024,.231242158303279,1
2024,.231246721666331,1
2024,.231286246328407,1
2024,.231309063099432,1
2024,.231316228382111,1
2024,.231319017121236,1
2024,.231345372930448,1
2024,.231346720448498,1
2024,.231368489113511,1
2024,.231458789241934,1
2024,.231461562452005,1
2024,.231467821003617,1
2024,.231600710015052,1
2024,.231601456858733,1
2024,.23161835945759,1
2024,.231630448580299,1
2024,.231640258668899,1
2024,.231646159849568,1
2024,.231650568834964,1
2024,.231688735309149,1
2024,.231719009642118,1
2024,.231762378430608,1
2024,.231765036231313,1
2024,.231785647088495,1
2024,.231847967585325,1
2024,.231915122222723,1
2024,.231920779482872,1
2024,.232025006977428,1
2024,.232075588097817,1
2024,.232085666901149,1
2024,.232102186623143,1
2024,.232139645077118,1
2024,.232216405947293,1
2024,.232276584088558,1
2024,.232308733635569,1
2024,.232327100415449,1
2024,.232333397288,1
2024,.232408278947562,1
2024,.232469319011609,1
2024,.232570240818576,1
2024,.232611060188522,1
2024,.232630580661694,1
2024,.232684112316789,1
2024,.232710716347643,5
2024,.232739293146774,1
2024,.232810100477386,1
2024,.232985997518078,1
2024,.233091981260878,1
2024,.233152682461115,1
2024,.233206203655335,1
2024,.233212616949585,1
2024,.233241959503563,1
2024,.233273016818826,1
2024,.233329700144983,1
2024,.233338888878597,1
2024,.233348678828425,1
2024,.233353922202339,1
2024,.233366713316744,1
2024,.233373280368948,1
2024,.233393926833978,1
2024,.233453972028479,1
2024,.233456932376274,1
2024,.233476153154758,1
2024,.233493971562956,1
2024,.233562807752322,1
2024,.233578612586944,1
2024,.233581015750533,1
2024,.233583692152757,1
2024,.233648483490671,1
2024,.233659566254177,1
2024,.233700992850703,1
2024,.233702295127353,1
2024,.233724765546415,1
2024,.233800873300087,1
2024,.233825342930582,1
2024,.233864676332862,1
2024,.233893705188164,1
2024,.233908499728528,1
2024,.233933193162544,1
2024,.233962907781304,1
2024,.233965497020946,1
2024,.233969527800603,1
2024,.233985373193459,1
2024,.234027683737801,1
2024,.23402905943642,1
2024,.234116910418221,1
2024,.234153022183475,1
2024,.234159957911317,1
2024,.234163982017172,1
2024,.23416934386494,1
2024,.234187413765662,1
2024,.234213401271902,1
2024,.234257651740356,1
2024,.234264458183043,1
2024,.234264762726296,1
2024,.234271218061034,1
2024,.234272159380102,1
2024,.234277246277207,1
2024,.23428666846943,1
2024,.234290900290082,1
2024,.234366370364109,1
2024,.234366496476975,1
2024,.234374807852446,1
2024,.23438259501488,1
2024,.23439862197847,1
2024,.23442466195416,1
2024,.234465099336679,1
2024,.234498223148611,1
2024,.234508091373342,1
2024,.234612932741559,1
2024,.234749922104898,1
2024,.234758967591575,1
2024,.234783363206519,1
2024,.234793766425198,1
2024,.23480114565238,1
2024,.234872015564054,1
2024,.23491194043317,1
2024,.23497312215846,1
2024,.234990962865314,1
2024,.234991015260782,1
2024,.234998580876025,1
2024,.235064090993395,1
2024,.235089390227748,1
2024,.235104233884561,1
2024,.235127797163399,1
2024,.235149484785615,1
2024,.235151906504092,1
2024,.23520583828279,1
2024,.235237158641035,1
2024,.235256798888427,1
2024,.235303687089447,1
2024,.235362049258035,1
2024,.235389146251159,1
2024,.235510540357977,1
2024,.235544265267709,1
2024,.235611148780474,1
2024,.235634071916595,1
2024,.235727246304248,1
2024,.235740638155354,1
2024,.235774644529835,1
2024,.235797753787966,1
2024,.235859233624758,1
2024,.235979587299764,1
2024,.236018759346009,1
2024,.23602601277525,1
2024,.236048713601836,1
2024,.236141322884728,1
2024,.236204585896669,1
2024,.236239654947301,1
2024,.236251103040925,1
2024,.236254844787102,1
2024,.236282417784732,1
2024,.236366957470382,1
2024,.236435443683926,1
2024,.236528667306822,1
2024,.236548904790451,1
2024,.23663168767578,1
2024,.23666423577326,1
2024,.236669352839609,1
2024,.236677644121185,1
2024,.236765282156221,1
2024,.236767950541377,1
2024,.236777488560439,1
2024,.236871971937174,1
2024,.236995396034183,1
2024,.237018795292608,1
2024,.237077303578663,1
2024,.237256991803009,1
2024,.237366804423469,1
2024,.237374117157021,1
2024,.237416446871136,1
2024,.237436228556395,1
2024,.237463859667068,1
2024,.237490347557803,1
2024,.23749885947244,1
2024,.23751445424674,1
2024,.237558537967257,1
2024,.237588006768454,1
2024,.237767798623355,1
2024,.237776288629962,1
2024,.237839747476663,1
2024,.237841742103489,1
2024,.237898230658085,1
2024,.237900525835073,1
2024,.237914146760372,1
2024,.237929810810931,1
2024,.23803007823669,1
2024,.238050794352509,1
2024,.238117682698887,1
2024,.238141580516995,1
2024,.238166283929526,1
2024,.238172412147021,1
2024,.238219638638711,1
2024,.238225233464743,1
2024,.238256697034818,1
2024,.238322020859061,1
2024,.238338405957255,1
2024,.238396550608602,1
2024,.238397813360928,1
2024,.238469865647219,1
2024,.238471295201407,1
2024,.238494632616705,1
2024,.238524174706705,1
2024,.238581574038756,1
2024,.238607690737676,1
2024,.238618015768958,1
2024,.238652301445234,1
2024,.238682252993381,1
2024,.23872632846744,1
2024,.238730325363384,1
2024,.238763498185246,1
2024,.238842198249292,1
2024,.238904825502118,1
2024,.238938318982005,1
2024,.239043712286287,1
2024,.239061277747833,1
2024,.239063679806394,1
2024,.239097213054235,1
2024,.239128759803437,1
2024,.239156082277251,1
2024,.239157734535204,1
2024,.239203731038818,1
2024,.23920836141341,1
2024,.2392134938523,1
2024,.239291144773978,1
2024,.239309843075948,1
2024,.239310292385864,1
2024,.239337500992874,1
2024,.239389631119905,1
2024,.239409530245862,1
2024,.239456178682385,1
2024,.239457772303495,1
2024,.23946766869828,1
2024,.239486211724572,1
2024,.239486338065738,1
2024,.239492472742476,1
2024,.239505073519446,1
2024,.23950981246163,1
2024,.2395147635655,1
2024,.239539591513031,1
2024,.239546192812396,1
2024,.239575441056908,1
2024,.239596011626939,1
2024,.239649414873929,1
2024,.23967065205996,1
2024,.239690102007234,1
