Academic Year,Statistic Value,Frequency Count
2025,.17817531641033571,21
2025,.178175316410336,1
2025,.178217461662651,1
2025,.178233871838672,1
2025,.178344549468734,1
2025,.178584810728315,1
2025,.178813429501691,1
2025,.178929492474449,1
2025,.1790484220501,1
2025,.179106670092767,1
2025,.179200903011121,1
2025,.179268945293165,1
2025,.179332465704446,1
2025,.179486832479074,1
2025,.179541917528671,1
2025,.179674050959395,1
2025,.179966877407663,1
2025,.180057595345485,1
2025,.180277132296861,1
2025,.18040723127734,1
2025,.180699183429593,1
2025,.181235395229493,1
2025,.181244925925194,1
2025,.181294581940513,1
2025,.181452384061408,1
2025,.181594173426672,1
2025,.181734450327572,1
2025,.181763914261559,1
2025,.181818826020036,1
2025,.181833888406291,1
2025,.181934572103421,1
2025,.182001066822772,1
2025,.182006111639076,1
2025,.182085151346345,1
2025,.182118106611501,1
2025,.18214458376343,1
2025,.182201182607946,1
2025,.182587375741372,1
2025,.182734713715568,1
2025,.18276784640359,1
2025,.182854075143753,1
2025,.182919754287,1
2025,.183069657452485,1
2025,.183293395983323,1
2025,.183372563044501,1
2025,.183440513710576,1
2025,.183551042654896,1
2025,.183635323940444,1
2025,.183714890318713,1
2025,.183857163176352,1
2025,.183861511151357,1
2025,.183907333946879,1
2025,.18436037242138,1
2025,.184376796628511,1
2025,.184548518201241,1
2025,.184570215310392,1
2025,.184646689148052,1
2025,.184721141785044,1
2025,.184943357608526,1
2025,.185072659246497,1
2025,.185080677400645,1
2025,.185254194892158,1
2025,.185310841882212,1
2025,.185450502014659,1
2025,.185725636346103,1
2025,.185728667288215,1
2025,.185828193849356,1
2025,.186048903840678,1
2025,.186121685119404,1
2025,.186125378831403,1
2025,.186135127806725,1
2025,.18624136452026,1
2025,.186401326502051,1
2025,.186420589434791,1
2025,.186703783200316,1
2025,.186815099561279,1
2025,.186911803709635,1
2025,.186983488879646,1
2025,.187019125177504,1
2025,.187054557624355,1
2025,.187600278066704,1
2025,.187639145117927,1
2025,.187667556735964,1
2025,.187697193510724,1
2025,.187725607002757,1
2025,.187944492216865,1
2025,.188202883608844,1
2025,.188354723965952,1
2025,.188473740662988,1
2025,.188505977231529,1
2025,.188529027163754,1
2025,.188558733137671,1
2025,.18869396661634752,1
2025,.188762283822367,1
2025,.188856972977496,1
2025,.189301740414681,1
2025,.189423632273896,1
2025,.189544867481414,1
2025,.189657782331116,1
